index,obj_pos_x,obj_pos_y,obj_pos_z,obj_qtn_0,obj_qtn_1,obj_qtn_2,obj_qtn_3,obs_pos_x,obs_pos_y,obs_pos_z,obs_qtn_0,obs_qtn_1,obs_qtn_2,obs_qtn_3,start_energy,start_gravity_energy,start_elastic_energy,escape_energy_cost
672,1.0883344246277005,-0.1794902749925162,1.5545788723470917,-0.14301483162545556,0.9587071141207166,-0.1386467716941898,0.202988915875348,0,0,2,0.6988882962338909,-0.10571078187807806,0.10562663504969944,0.6994450614237633,1.5545788723470917,,,0.8227035131413674
680,1.067205457095939,-0.19563033290388337,1.5457036663979797,-0.13371526462690694,0.9612122129342768,-0.14444805788231022,0.1931995556044976,0,0,2,0.6988882962338909,-0.10571078187807806,0.10562663504969944,0.6994450614237633,1.5457036663979797,,,0.7984512750861541
688,1.042940178225597,-0.210502127664222,1.5354717697416576,-0.12372806690875202,0.9638771040541783,-0.1494966716631206,0.18243639686423105,0,0,2,0.6988882962338909,-0.10571078187807806,0.10562663504969944,0.6994450614237633,1.5354717697416576,,,0.865308973898842
696,1.0156110019783047,-0.22392621412010236,1.5240098983987114,-0.1130858741459398,0.9666457663749242,-0.1537949829710812,0.17074732979173937,0,0,2,0.6988882962338909,-0.10571078187807806,0.10562663504969944,0.6994450614237633,1.5240098983987114,,,0.90173735417893
704,0.9853059142440084,-0.2357281427698216,1.5114542997767435,-0.10183135739197104,0.9694591483662361,-0.15735009302920352,0.15817800897856144,0,0,2,0.6988882962338909,-0.10571078187807806,0.10562663504969944,0.6994450614237633,1.5114542997767435,,,0.8884192539826241
712,0.9519391390021431,-0.24544108181833862,1.4994439003727154,-0.08984310261304966,0.9723712749538275,-0.1599461095491698,0.144359144489063,0,0,2,0.6988882962338909,-0.10571078187807806,0.10562663504969944,0.6994450614237633,1.4994439003727154,,,0.8672898573032914
720,0.9160925819359905,-0.25369187732979026,1.4849588855206348,-0.07734326950005235,0.9751384195431717,-0.16172060302890562,0.13026714071420586,0,0,2,0.6988882962338909,-0.10571078187807806,0.10562663504969944,0.6994450614237633,1.4849588855206348,,,0.9027784263750962
728,0.8774731094007098,-0.2594844199542906,1.4707524360996753,-0.0642216275962394,0.9778203776196293,-0.16265671275279459,0.11526354782475817,0,0,2,0.6988882962338909,-0.10571078187807806,0.10562663504969944,0.6994450614237633,1.4707524360996753,,,0.9050798825238793
736,0.8362037925644277,-0.2617078422895572,1.4572825996876453,-0.05085360423072322,0.9802759926344781,-0.16312761703875467,0.09930896112884802,0,0,2,0.6988882962338909,-0.10571078187807806,0.10562663504969944,0.6994450614237633,1.4572825996876453,,,0.9102355403286844
744,0.7927447843257017,-0.2626179410389134,1.4368030508066592,-0.03777088182977518,0.9821373943469721,-0.1634776091349252,0.08517376604723949,0,0,2,0.6988882962338909,-0.10571078187807806,0.10562663504969944,0.6994450614237633,1.4368030508066592,,,0.9436615409671303
752,0.7511553643501289,-0.2619431955768675,1.412017729434917,-0.02449296744658405,0.9838392566492924,-0.16352416565604722,0.06870414010757918,0,0,2,0.6988882962338909,-0.10571078187807806,0.10562663504969944,0.6994450614237633,1.412017729434917,,,0.9618595155394161
760,0.7093157336595824,-0.25495575269026444,1.405544234137279,-0.01104831097121164,0.9855734069269794,-0.16203110067961538,0.0476331480755002,0,0,2,0.6988882962338909,-0.10571078187807806,0.10562663504969944,0.6994450614237633,1.405544234137279,,,0.9462474065923836
768,0.6663947801410082,-0.24356863228290246,1.404412360130318,0.002138023656362023,0.9867180533151293,-0.15996855085124745,0.028159809221625882,0,0,2,0.6988882962338909,-0.10571078187807806,0.10562663504969944,0.6994450614237633,1.404412360130318,,,0.958618452208096
776,0.6240343262441623,-0.2291059381257087,1.4035741977569693,0.015159182462538862,0.9873406994230495,-0.15760503271894383,0.009444369303009037,0,0,2,0.6988882962338909,-0.10571078187807806,0.10562663504969944,0.6994450614237633,1.4035741977569693,,,0.9773653339981174
784,0.5827564814759433,-0.2116065958206556,1.403155022962751,0.02800255111857309,0.987479656063997,-0.15500806575424314,-0.008502090431772004,0,0,2,0.6988882962338909,-0.10571078187807806,0.10562663504969944,0.6994450614237633,1.403155022962751,,,1.008799691051155
792,0.5430259242054954,-0.19281525564513555,1.4053165837350643,0.040976105200445805,0.9873119184479612,-0.15130505886637802,-0.025355742044957122,0,0,2,0.6988882962338909,-0.10571078187807806,0.10562663504969944,0.6994450614237633,1.4053165837350643,,,0.9759282217801473
800,0.5050764461160065,-0.1746508344852465,1.4088089715855767,0.05426283462651579,0.9869227720661348,-0.14603578009635582,-0.04138281874450157,0,0,2,0.6988882962338909,-0.10571078187807806,0.10562663504969944,0.6994450614237633,1.4088089715855767,,,0.9467146913067463
