index,obj_pos_x,obj_pos_y,obj_pos_z,obj_qtn_0,obj_qtn_1,obj_qtn_2,obj_qtn_3,obj_joint_0_pos,obj_joint_1_pos,obj_joint_2_pos,obj_joint_3_pos,obj_joint_4_pos,obj_joint_5_pos,obj_joint_6_pos,obj_joint_7_pos,obj_joint_8_pos,obj_joint_9_pos,obj_joint_10_pos,obs_pos_x,obs_pos_y,obs_pos_z,obs_qtn_0,obs_qtn_1,obs_qtn_2,obs_qtn_3,start_energy,start_gravity_energy,start_elastic_energy,escape_energy_cost
245,-0.0213559370379879,-0.09037536402412275,1.1721858182384886,-0.28350362001863044,0.6601310810753876,-0.20458628014831418,0.6648286299563577,0.4259758689670609,0.02429771881101155,0.2603668850553431,0.2558616529014087,0.1172187320406429,0.08844692329053451,0.19647241121475692,-0.005178094425179089,0.17413491974891412,-0.00406647547458926,-0.0042010064547552736,-0.5,0.5,0,0.0,0.0,0.0,1.0,3.6714925014221076,3.4685673085692583,0.20292519285284913,3.9620246543918713
250,-0.023540418498484955,-0.10666163412050463,1.190898472022282,-0.2924310399736569,0.6498339663320549,-0.21951186417009252,0.666344088703161,0.4255127096253626,0.024316814297983824,0.26012069349803,0.2554007472955357,0.11740319048192663,0.0884045991628568,0.19765065268984683,-0.0051773210123095955,0.17531137864693305,-0.0032212384701470263,-0.004340973426859367,-0.5,0.5,0,0.0,0.0,0.0,1.0,3.6578023699847666,3.454802641096734,0.2029997288880327,3.7617306909475987
255,-0.029022160887085688,-0.12184948718814256,1.2094027642508702,-0.2995136539016588,0.6379709759654087,-0.23522669192584064,0.6692929167097519,0.42261217518367994,0.024454362080497876,0.25846316730679253,0.2529427862505676,0.11822401852133148,0.08746219266842331,0.20550386415258826,-0.005260410996569832,0.1833378264330863,0.0037681311077989907,-0.004696061463653602,-0.5,0.5,0,0.0,0.0,0.0,1.0,3.6409545294973586,3.4371958281861446,0.20375870131121404,3.851924362616023
260,-0.029959577603371212,-0.1325964498153021,1.2384940844267778,-0.31640470432079665,0.6297837150339229,-0.24874326095180493,0.664369871000185,0.4210547482824805,0.024620254722887307,0.2584064673238232,0.24991565096944818,0.1225163216087918,0.08714888525436096,0.22346044596829437,-0.005354904880917741,0.2013401189103617,0.01786093599588501,-0.004978367550888742,-0.5,0.5,0,0.0,0.0,0.0,1.0,3.8256576178945703,3.615370089499909,0.21028752839466142,3.719130259903484
265,-0.029685327450528442,-0.14341429536869965,1.2620850199208267,-0.3330349548787552,0.6228041508953216,-0.2602741490746725,0.658376849365102,0.4222822930920835,0.024650151664366616,0.25997913626797686,0.24978728596887473,0.1261502770653198,0.08834663494425649,0.23365179928914193,-0.005420601237122229,0.21131483100076626,0.02384001412087623,-0.005963649312728213,-0.5,0.5,0,0.0,0.0,0.0,1.0,3.9881817783622457,3.77192565821811,0.21625612014413567,3.5240503755914148
270,-0.03303956455245964,-0.15710872919856253,1.2828414051471737,-0.34308580641881703,0.6147668425195726,-0.2706859768731188,0.6565690829583056,0.4212298284702819,0.024698366594068384,0.259444148266901,0.2485367285830362,0.12658534041401656,0.08822261393703364,0.23640188945740706,-0.005433685393527115,0.2141369408111529,0.026171212727719006,-0.006266984392099007,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.086798332628379,3.870084511421986,0.21671382120639326,3.43234791570241
275,-0.033422136946288365,-0.17156651339933413,1.306498642987835,-0.35231894441192146,0.608008877420677,-0.27777856958603764,0.6550081164877672,0.41837739395619333,0.0247657170674991,0.25760327045747,0.24588266520160976,0.12290930548608395,0.08659369931565748,0.2419875735095005,-0.0051955016121411745,0.2202032095449026,0.034098656936387244,-0.006491847912043383,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.221252656701404,4.00457506889801,0.21667758780339455,3.4766956323736213
280,-0.030716926563365346,-0.1836396379335797,1.3307999890258952,-0.36492881737535304,0.6023036735548875,-0.28424532935053726,0.6505857636113154,0.41715557036372186,0.02489973294078148,0.2569377001706718,0.24511431608662668,0.12209434150332482,0.08567854200715927,0.24813931198988748,-0.005273760685266963,0.22652238748792716,0.040101768767519815,-0.00663046222305572,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.39173488111817,4.172959853757869,0.218775027360301,3.299342645255866
285,-0.02819421657798336,-0.19537139409517762,1.3488557281795508,-0.3773606146088327,0.5964521245323916,-0.290739199018449,0.6459988760338142,0.4176492048651014,0.024929284761482196,0.257278538055829,0.24577953614212905,0.12265845213535631,0.08596145586323596,0.24966196396346985,-0.005273760685266963,0.22801035697215277,0.04097122916082016,-0.006769137202708553,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.518481949893649,4.298402591696762,0.22007935819688615,2.8072168506506454
290,-0.02610014659567248,-0.2096795660253054,1.3634172505047912,-0.3865380755568232,0.5920472875308919,-0.2943697609777329,0.6429733814817327,0.4156907706397518,0.02495132191906065,0.25595389923732265,0.24379351581342998,0.11947097641082861,0.08497815275423795,0.25090354746835314,-0.004756369345426552,0.22956447951179187,0.04410332545449218,-0.006866751985907635,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.626867543172566,4.408102052256478,0.21876549091608818,3.915117113993447
295,-0.024012701302342388,-0.2267688796703912,1.3810437359610972,-0.3933941513719194,0.5877524788041976,-0.2967845481146693,0.6416439801995029,0.4135401501290593,0.024958666735534416,0.2544449381290013,0.2418162202487243,0.11591669039585602,0.07760530515066623,0.24985652500140845,-0.004830415284639004,0.22889291856737654,0.048438264958631475,-0.007065763087193083,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.739159378959264,4.52338200950087,0.21577736945839407,3.0143295034480646
300,-0.022258934546831723,-0.24109428584562892,1.4004490281751867,-0.40195465968050725,0.5822562606454703,-0.30104732111170485,0.6393595302736542,0.4121436324448407,0.02503469470715098,0.25365579232417657,0.24075929999037204,0.11535376829191166,0.07542505635699734,0.2527435484636862,-0.004825597301781802,0.23203168264780424,0.052854795674622465,-0.0072163172641254,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.86401729515247,4.647828377005801,0.2161889181466684,2.6587386644636277
305,-0.020294061224855414,-0.25768665876751534,1.4166537742333436,-0.4081850972446498,0.5771732914724397,-0.30386201639401617,0.638689120770981,0.41165009949482356,0.024958831652153034,0.25318881049062897,0.23947595987517561,0.11391673637469676,0.07250131288529973,0.24775379646773157,-0.005182239450122734,0.227518175913907,0.05224388150085224,-0.007117023895820384,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.952543357670684,4.739683900256592,0.2128594574140911,2.6638217228650394
310,-0.01650011208602983,-0.27501767099265667,1.4318842022861729,-0.4131073442941364,0.573735307813378,-0.30429152831157946,0.6384174061351533,0.4103370225171602,0.024781780991147296,0.2521534204677804,0.23682717721532479,0.11217439847101239,0.06959311742868692,0.237845213327314,-0.0055403114142657545,0.2183035739126659,0.049348338823868555,-0.006688631431747931,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.041873709113734,4.83546228262577,0.20641142648796432,2.447763736284452
315,-0.012476112697445252,-0.29039369838084256,1.4484373653943075,-0.41841150499637125,0.5699285944526881,-0.30520828765583896,0.6379350365499967,0.4090367142227636,0.024614937585106952,0.25114178755999333,0.2342042872037941,0.11055540187673031,0.06664893476433277,0.2281375191018522,-0.005842158033509722,0.2092253461664413,0.04658606820299933,-0.006269283910742321,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.140819031243524,4.940533520588746,0.20028551065477843,2.464211204745445
320,-0.008735958094734927,-0.3036624337260304,1.4656679094602036,-0.4241806393624374,0.5656775800121214,-0.3068535857234834,0.6371189351999708,0.40790860965139125,0.024525309301325942,0.25033687327450604,0.23229163399545905,0.10946925025092612,0.06457858574411714,0.22306246192307427,-0.005984199247478054,0.20519484836774024,0.04742710193214055,-0.006095501094578486,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.246637666317783,5.049659230345705,0.19697843597207768,2.3349099312486716
325,-0.004652518057813478,-0.3164220357327576,1.4815432254326077,-0.4297413411830026,0.5615047854236378,-0.30827891611436364,0.636395211722984,0.40714091833772315,0.0244147958889066,0.24972216799543395,0.2305290834469508,0.10849461367984181,0.06231917805477932,0.21617084004595075,-0.006153330911444239,0.198707845350131,0.045616521432793954,-0.005811102900361002,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.343183178694984,5.150239913888439,0.19294326480654517,2.289906204493441
330,-0.00016545665116737872,-0.328189604780325,1.4967720625388374,-0.4352222321112782,0.5572900284501491,-0.3093683921712474,0.6358463893044339,0.4061669649231925,0.02433519533213032,0.24902522363017793,0.2287988249502465,0.10760512735239688,0.0602526036921921,0.21153148595232882,-0.006224515911616107,0.19512534274151608,0.046896824959124964,-0.0057393765375214215,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.437414481204952,5.247301493567215,0.19011298763773654,2.248020205963564
335,0.004705261345617131,-0.33987633619000374,1.5100139686542395,-0.4404811763656383,0.5531553945263731,-0.3101413848835917,0.635458703738019,0.40567179438889356,0.02425442849701567,0.24861369362310873,0.2274908690195246,0.10694667307071724,0.058381048489366656,0.2061467285710366,-0.00633848754336752,0.19007355908895163,0.045574171699280644,-0.005523840468158637,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.517794978991837,5.330626574071122,0.18716840492071507,2.072281282046565
340,0.009622011389312958,-0.351330760443967,1.521879909778634,-0.44502060976946267,0.5492623571649063,-0.3103732037366996,0.6355595914501517,0.40465162148316797,0.024166680448694643,0.24787028975185996,0.22554062017428408,0.10580927103299975,0.056243940300220105,0.2000986663534099,-0.0064758096308814295,0.18425924687691203,0.04384039281884907,-0.005262572543527009,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.589481648223673,5.405993270764228,0.18348837745944493,2.032685620390395
345,0.015328585886156576,-0.3618958962159324,1.5328866509495278,-0.4496221603713996,0.5455484362958734,-0.31002582416412283,0.6356892361126143,0.40366373439546527,0.02410094016685588,0.24717895466050518,0.22379727449363176,0.10492811724915908,0.05421291220937667,0.19558559778743478,-0.006525766410868145,0.18057389395589468,0.04444936953376192,-0.00505438321155824,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.65855053806375,5.477769834448929,0.18078070361482118,1.8547072499873485
350,0.021454398752292294,-0.37235242353155107,1.5421740064855098,-0.4538633790147939,0.5420235864945991,-0.30920509345067665,0.6360901469579322,0.402905809169349,0.02402443727063577,0.24660842788685122,0.2221231222248375,0.10406386157264456,0.0520699394216842,0.18974299510724815,-0.006687154564953923,0.17494042063602666,0.04259129179017287,-0.0047399211542683796,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.715562438006634,5.538015944683254,0.1775464933233802,1.9305901611472054
355,0.027596693865246123,-0.38241258892811947,1.5505795656276498,-0.45757936553482753,0.538779891966131,-0.30800000671957045,0.6367678918652019,0.40184781480974613,0.023947521341463513,0.2458571754626131,0.22008701712551432,0.1030900965584844,0.04959917472285817,0.18359865149028215,-0.006828556034393785,0.16924674753336222,0.041432350027417846,-0.004579192666376245,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.767516326250892,5.593434323144636,0.17408200310625577,1.7633714543680599
360,0.0174588435752411,-0.3866239521936612,1.551443119056199,-0.45535482712194325,0.5349495429726216,-0.3114888802576009,0.6398872130039749,0.4015283659888692,0.023948351164489394,0.24567849304725806,0.21987679960706719,0.10306112775623359,0.049699762966743825,0.18409286138813957,-0.0071484747472997994,0.16957896634925584,0.04260064979598109,-0.004558598449254369,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.731713909438997,5.557649985449911,0.1740639239890866,1.6741897768674514
365,0.015564141931239917,-0.39085499630053305,1.5461960652503146,-0.45564467816344706,0.5401291026572056,-0.3091721216217768,0.6364440894029421,0.4012675850555094,0.023935962855867066,0.24548174805718828,0.21917007648929146,0.10274874704005024,0.04833956665279641,0.18224944997287335,-0.0071154319969513186,0.16858601991600056,0.043380655670261274,-0.004541123954301405,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.744100685302225,5.5709163475490655,0.17318433775315967,2.019561948844796
370,0.012367628729836662,-0.3985778216363455,1.5374745577016713,-0.4521392234885417,0.5442692341361154,-0.30585719237491993,0.637018446537144,0.40078135051581926,0.023948899281336606,0.24512535510142644,0.21774809108051976,0.10214420244446006,0.04533317266498151,0.17696418381207626,-0.008167579707849126,0.16509641406133863,0.04211480135450658,-0.004456995431371429,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.698177097985079,5.527366185402256,0.1708109125828232,1.896895810377492
375,0.009748043639919353,-0.40639418155118034,1.5282330201567795,-0.4476008200870902,0.547807489993081,-0.3020603960602093,0.6389991994492593,0.39967717763387206,0.023956637546105948,0.24440767903349092,0.2158377578178449,0.1013365391498871,0.04244643133066126,0.1717421231198405,-0.009270776665684611,0.16146622059758992,0.04048207505510664,-0.00450395239027133,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.637923592464951,5.469913922310192,0.16800967015475857,2.1294572737516573
380,0.00830878673475763,-0.4134879458193831,1.5184964424607361,-0.44328664950554814,0.551170031791196,-0.2981451557928523,0.6409508627833286,0.39863736410250017,0.02397982427974306,0.24373991737013032,0.21399185632760473,0.10059338856884292,0.03952162974500856,0.16660337411185494,-0.01055845255783552,0.1577807003630348,0.038142799625898595,-0.004108451300763445,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.575193709227632,5.409891660180139,0.16530204904749266,2.064789019849451
385,0.008135955742992801,-0.42002275330703975,1.5081015228313206,-0.43915022841132867,0.5543848163893391,-0.29396940916126746,0.6429514279637397,0.39765114975056326,0.02401112469028571,0.24311542832101327,0.21224619759423677,0.09994943980969248,0.03667788813697739,0.16191101956779116,-0.011734672959035394,0.15442650415092232,0.03614081923257012,-0.0039460055232781914,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.50840870504976,5.345551782724849,0.16285692232491095,1.8220166895184127
390,0.009228858004123422,-0.42621259908987075,1.4967801083687395,-0.43501477118488974,0.5575795546119922,-0.2893514321124213,0.6450914182223644,0.39665103954106357,0.02405538780038466,0.24249466725902388,0.21045381437002317,0.09942962431761261,0.03354461759793183,0.1573799227923039,-0.012999103019676357,0.1511169410782576,0.034040064908669475,-0.0037715936513498445,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.435678386934294,5.275196702113865,0.16048168482042888,2.1086554484723887
395,0.01076522687783747,-0.432376912048056,1.4846336920542542,-0.43077564719922046,0.5608147756706819,-0.2844407144181256,0.6473118330069687,0.3956883990611382,0.024097702836957766,0.24189892464228913,0.2086006601491492,0.09914132750859908,0.029885361886613247,0.15264239240850197,-0.013923714609227525,0.14752198611389594,0.03194225144600398,-0.003629982540229717,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.357613649319484,5.199518018497992,0.1580956308214918,2.273744639902473
400,0.012336038892669333,-0.4386335146772125,1.4717536521706427,-0.42634516794342286,0.5641534325143339,-0.27931229782546274,0.6495732003685571,0.3947097345113443,0.0241371777887889,0.24129308123901477,0.20668498694241602,0.09893169468492496,0.025987855945899373,0.1476830847838742,-0.014678807745202064,0.14367037710787156,0.029753675027565346,-0.0034766593128212125,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.275180082910203,5.119506798837819,0.1556732840723835,2.378373145643592
405,0.013899450347200555,-0.4449351731581288,1.4582286759023801,-0.42171566092310764,0.5675934924906325,-0.273980791863045,0.6518650583553101,0.39367481650045544,0.02417754567697514,0.24065841158993873,0.20467341482098306,0.09881318741404511,0.02189352268325218,0.14265542053662106,-0.01542155974535037,0.13957898898703733,0.0274797924240479,-0.0032650007579383944,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.1891012580169456,5.035875282062331,0.15322597595461523,2.484733082776139
410,0.015451887336968676,-0.4512423395776633,1.4441400532462985,-0.41691227867912795,0.571108652329624,-0.2684736455226932,0.6541719657556206,0.3926217514725538,0.02420666513327361,0.24000599145297177,0.20258362575945144,0.09867225507423408,0.017818532329959617,0.13743285886446208,-0.016102591385279415,0.13510937906712642,0.025305383561094505,-0.0030514838995306156,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.09982334674947,4.949080436654822,0.15074291009464813,2.511291606410351
415,0.016997458717672765,-0.4575122844387414,1.4295711144668335,-0.41196316223380863,0.5746769638962563,-0.262812984044771,0.6564770182929366,0.39155702215468685,0.024229243572352017,0.23934070001373997,0.20044983179660097,0.09847709403480386,0.013767707595137813,0.13200826754482145,-0.01674452336439365,0.13041851483271505,0.02314353207985554,-0.0028502797237959106,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.0079447412270905,4.859687416546719,0.14825732468037195,2.3828558481217437
420,0.01792795529194931,-0.46137269715758294,1.4177258449341703,-0.4110530413031779,0.5753259981936034,-0.2617854491789945,0.6568894668329626,0.3987088178683721,0.024173856140979326,0.2422261224390035,0.20027217163438876,0.09881382025685617,0.010058145917568916,0.12620911914230953,-0.017360788109024753,0.12573618710560008,0.02086267015539106,-0.0026906590785490832,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.91625814871337,4.765916604022695,0.15034154469067515,2.5928254145350094
425,0.017842687665945402,-0.4610308024302033,1.4134759996899617,-0.41550192984697165,0.5721121394484382,-0.26687065975645746,0.654847995454156,0.4135541348555959,0.024043835458660793,0.24852321323166532,0.20261506546259667,0.09997143917488323,0.007607592323354396,0.12205547728162387,-0.017619030409960223,0.12258390387057974,0.019406880684927234,-0.002591426415753754,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.857739376602891,4.700193341291514,0.15754603531137717,2.493132224141405
430,0.017805765689524192,-0.4607629199245913,1.4104330358694954,-0.4186499420750851,0.5698126809954136,-0.2704485563410213,0.6533783842081128,0.4241198216305103,0.023945837702914922,0.2530037769929176,0.20426835374578434,0.100741494415903,0.005823677854949243,0.11882965006198382,-0.017620139428090577,0.12038291482744212,0.0187136718435168,-0.0025475988343656884,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.816913608719449,4.654088631378373,0.16282497734107526,2.9764457547085073
435,0.017771221822470522,-0.46050796386832615,1.4077164899726595,-0.4214125277367286,0.5677757453052038,-0.2735901487583804,0.6520664191721794,0.43344062108430303,0.023860857861103313,0.2569636484427585,0.20573019748774815,0.10138727975340543,0.00425333286171373,0.11592741084223157,-0.01762484559808118,0.1184658319771437,0.01824143298772261,-0.0025201307513531106,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.781328126946073,4.613720192591658,0.16760793435441476,3.036249473495981
440,0.017730893430196324,-0.46024585818830016,1.405068392172731,-0.424051157408988,0.5658096001421709,-0.2765992007392113,0.6507941260010601,0.44239783792680043,0.023782843083846726,0.26077764100666073,0.20713101353755012,0.1020176462750469,0.0027004995246649025,0.11316553795029054,-0.01766166072061455,0.11662893937031842,0.017843602950519344,-0.0024928434167931805,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.747412713552507,4.575087768819045,0.17232494473346202,3.119582251069314
445,0.01768408819611897,-0.4599707404384473,1.4024186106694252,-0.4266392188938299,0.5638608576119587,-0.2795596873943798,0.6495277448567736,0.4512389093727611,0.023709293500572572,0.2645501589845539,0.20850748359764382,0.10266270197356986,0.0011095781353695213,0.11047903084887714,-0.017717474555191674,0.11481076705416136,0.0174712379270044,-0.00246203926952202,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.714201772801733,4.537104749806286,0.17709702299544736,2.9186788339723133
450,0.017551515573741776,-0.4593985331665916,1.401251108848418,-0.4277680872370375,0.5630049743882615,-0.2808507080856447,0.6489705248494967,0.4520402687364688,0.025038061674018633,0.26721400361470193,0.21112095675157116,0.10352000348563528,-7.237087335238053e-05,0.10819671349860635,-0.017686715977902744,0.1134251758418536,0.01722069623528164,-0.0024269085941496433,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.701576993928589,4.523153919392926,0.17842307453566347,2.9247529540831936
455,0.017416782235954678,-0.45884589410708443,1.4008042394138138,-0.4283935980272717,0.5625379673445875,-0.28156049070443073,0.6486552632480124,0.45116376142188136,0.0262939320088815,0.2690156396704075,0.21332445513868256,0.10417282095756426,-0.0008568778074162387,0.10638745154671918,-0.017508702750474753,0.11256326928288213,0.017422907675116263,-0.0024025582408708068,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.696992781207675,4.5182056697064885,0.17878711150118645,2.7866061420503545
460,0.01728309889358826,-0.45832639608261605,1.4003879118995477,-0.4289963963067203,0.5620847811774188,-0.28224592528887726,0.6483517782673278,0.4503441803751042,0.027487834206470767,0.2707350331457756,0.21542502519213425,0.10477601689416051,-0.0015639462405343074,0.10465429905937823,-0.017362557448800314,0.11170349027832371,0.017671095322330806,-0.0023739006516325244,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.69268760004158,4.513537162746611,0.17915043729496916,2.945980761057114
465,0.017148270956474396,-0.4578028243880451,1.3999616192918067,-0.4295914807351577,0.5616342877970096,-0.28292534184403273,0.6480519557820634,0.4495206498402093,0.028681658038370337,0.2724472150728218,0.21751478153152015,0.10539357885213164,-0.002298970003438315,0.1029559393049182,-0.017242057318282863,0.11085546918215924,0.017921606968500658,-0.002347255969134186,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.688358749399576,4.50882997355667,0.1795287758429061,2.69260258180742
470,0.017011896144795917,-0.4572722613085672,1.3995227085427995,-0.43018195114269947,0.5611853286844027,-0.28360125714529655,0.6477536898590746,0.4486892691444409,0.029880284198726258,0.27416042974028415,0.2196046501601994,0.10603027054314977,-0.0030681066782316377,0.10125532300645376,-0.017109689449136847,0.11001425302488257,0.018174768181071776,-0.002320980658234015,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.683990658234576,4.504070111377059,0.17992054685751713,2.5700623349482496
475,0.016874020811484373,-0.456737435310102,1.3990765730374908,-0.43077147736089577,0.5607353860277353,-0.2842770669566802,0.6474552574125453,0.4478531428820468,0.031083632017254264,0.2758765458968107,0.2216984428785615,0.10667917798873504,-0.003855142287065666,0.09955693519885866,-0.016976037231884684,0.109169226059044,0.018422997528708518,-0.0022953054850922837,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.679612208126649,4.499285022412808,0.18032718571384107,2.7769583012881016
480,0.016734975336704545,-0.4561989421068016,1.3986246037715702,-0.43136078816497686,0.560283952597133,-0.2849533637492237,0.6471563515749699,0.44701337275713643,0.03229142987017731,0.2775956362384149,0.2237964368789797,0.10733725055365248,-0.004654550191050193,0.09786428215049339,-0.01684689106119047,0.10831782747117667,0.018665560673681105,-0.002270150912581887,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.675231242501613,4.494482058288227,0.1807491842133853,2.906705926695113
485,0.016595326625136658,-0.4556570813341961,1.398167690218394,-0.43195017971177196,0.5598307188709164,-0.28563030832415864,0.6468569667415563,0.4461709235684815,0.033503276954437805,0.2793174280119002,0.22589819190215604,0.10800033255258898,-0.005460130192025351,0.09618087786403304,-0.016728246948996377,0.1074578623500835,0.018904791457691958,-0.0022450655910564495,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.670851998354496,4.489665355701113,0.18118664265338333,3.5934971252992414
490,0.016456098915948472,-0.45511233933442086,1.3977071979063276,-0.43253974148791136,0.559375373065513,-0.2863077660233011,0.646557365711764,0.44532592228295204,0.0347186659875917,0.2810411221875892,0.22800288022345727,0.10866110632313322,-0.006259227631468172,0.09451274838464435,-0.016631033014761848,0.10658283659686668,0.01914734288521004,-0.002219504042717942,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.666481145253684,4.484842594556268,0.1816385506974161,2.9184119394927333
495,0.01631931207146609,-0.4545678383855532,1.3972490388518366,-0.4331306770366699,0.5589171983853007,-0.2869858068895973,0.6462573238291455,0.4444760614535687,0.035934390945793794,0.28276343659713804,0.230111696715461,0.10929671812690504,-0.00698476163579895,0.09282470038323438,-0.016537236158463343,0.10563938510644703,0.01942160156432976,-0.0021907095018522376,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.662153138071916,4.480061665136943,0.1820914729349731,2.8699856878138377
500,0.016182744120995476,-0.45402989488781126,1.3968035700648207,-0.43373227820136956,0.5584499557912831,-0.28767357236062535,0.6459519126748057,0.4436387969585029,0.037149981408199084,0.2844916529703731,0.2322251164084755,0.10990343769174621,-0.007640083802042118,0.09113412048796911,-0.016480512959605023,0.10463813724275224,0.019731468841572293,-0.002155368046006563,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.657921282523281,4.475362884249607,0.18255839827367418,2.781504373233896
