frameID,obj_joint_0_pos_x,obj_joint_0_pos_y,obj_joint_0_pos_z,obj_joint_1_pos_x,obj_joint_1_pos_y,obj_joint_1_pos_z,obj_joint_2_pos_x,obj_joint_2_pos_y,obj_joint_2_pos_z,obj_joint_3_pos_x,obj_joint_3_pos_y,obj_joint_3_pos_z,obj_joint_4_pos_x,obj_joint_4_pos_y,obj_joint_4_pos_z,obj_joint_5_pos_x,obj_joint_5_pos_y,obj_joint_5_pos_z,obs_pos_x,obs_pos_y,obs_pos_z,obj_qtn_x,obj_qtn_y,obj_qtn_z,obj_qtn_w,start_energy,start_gravity_energy,start_elastic_energy,escape_energy_cost
100,0.7559365034103394,-0.01655825413763523,0.337488055229187,0.7646886110305786,-0.00410337932407856,0.27689796686172485,0.7547532320022583,0.0016580686205998063,0.215534508228302,0.733295738697052,0.012058084830641747,0.09221326559782028,0.7130440473556519,0.020283011719584465,-0.03129672259092331,0.6714972853660583,0.028350841253995895,-0.14565356075763702,0,0,0,0.0,0.0,0.0,1.0,0.030927085059691942,0,0.030927085059691942,0.0
101,0.756817638874054,-0.009773682802915573,0.33924058079719543,0.7687434554100037,0.003694078652188182,0.27818289399147034,0.7581031918525696,0.005070454441010952,0.21527647972106934,0.7368394136428833,0.016211768612265587,0.0917849913239479,0.715019166469574,0.02610665373504162,-0.0314357616007328,0.6711506247520447,0.03323615714907646,-0.14497795701026917,0,0,0,0.0,0.0,0.0,1.0,0.03309730730269365,0,0.03309730730269365,0.0
102,0.758443295955658,-0.0034104217775166035,0.3411029577255249,0.7783945202827454,0.012432350777089596,0.2785857617855072,0.7593221068382263,0.01114929560571909,0.21678705513477325,0.7334251403808594,0.014918395318090916,0.09306424856185913,0.7141495943069458,0.023582542315125465,-0.031068461015820503,0.6713493466377258,0.035259492695331573,-0.14427024126052856,0,0,0,0.0,0.0,0.0,1.0,0.03541012457029078,0,0.03541012457029078,0.0
103,0.7606202363967896,0.0030024186708033085,0.34385946393013,0.7842373251914978,0.019709715619683266,0.2796993553638458,0.7673389315605164,0.024703092873096466,0.21767015755176544,0.7441076040267944,0.030254073441028595,0.09328044205904007,0.7186824679374695,0.03407903388142586,-0.03020315244793892,0.6717634797096252,0.04226372018456459,-0.14214111864566803,0,0,0,0.0,0.0,0.0,1.0,0.037940807582583495,0,0.037940807582583495,0.0
104,0.7637236714363098,0.009218008257448673,0.34606924653053284,0.7930960059165955,0.029719309881329536,0.28694087266921997,0.786858320236206,0.03239702433347702,0.22649100422859192,0.7602596282958984,0.04329301789402962,0.10254309326410294,0.7270845174789429,0.052822183817625046,-0.021042434498667717,0.6743355989456177,0.05619565024971962,-0.1366720050573349,0,0,0,0.0,0.0,0.0,1.0,0.04067053469765138,0,0.04067053469765138,0.0
105,0.7659549713134766,0.01582527719438076,0.34857454895973206,0.7992032766342163,0.03580915927886963,0.2909940779209137,0.789976179599762,0.04012199863791466,0.2292996197938919,0.7549211382865906,0.04589780420064926,0.10383278876543045,0.7266313433647156,0.051725372672080994,-0.02191389910876751,0.6746317744255066,0.05804003030061722,-0.1359289139509201,0,0,0,0.0,0.0,0.0,1.0,0.04345404560387041,0,0.04345404560387041,0.0
106,0.7683624625205994,0.02209698036313057,0.35167765617370605,0.8041703701019287,0.04386907070875168,0.2983565628528595,0.7981300950050354,0.04613112285733223,0.23430347442626953,0.7634772062301636,0.04863235726952553,0.10840775072574615,0.7296562194824219,0.05297381430864334,-0.017317714169621468,0.6772148013114929,0.060159847140312195,-0.1329166144132614,0,0,0,0.0,0.0,0.0,1.0,0.046302213381331614,0,0.046302213381331614,0.0
107,0.7710132002830505,0.027679437771439552,0.35531988739967346,0.8066975474357605,0.051068514585494995,0.3030446469783783,0.804093062877655,0.05440701171755791,0.23911675810813904,0.7676722407341003,0.05998101457953453,0.11355093866586685,0.7346958518028259,0.06679000705480576,-0.012925762683153152,0.6785251498222351,0.07151682674884796,-0.1284472942352295,0,0,0,0.0,0.0,0.0,1.0,0.04907511450038817,0,0.04907511450038817,0.0
108,0.7736349701881409,0.032528024166822433,0.35965296626091003,0.8093486428260803,0.057688381522893906,0.30939820408821106,0.8101482391357422,0.061887457966804504,0.24326129257678986,0.7729701399803162,0.06713395565748215,0.11702393740415573,0.7373782396316528,0.0718076154589653,-0.01001511700451374,0.6802379488945007,0.07580769062042236,-0.12567640841007233,0,0,0,0.0,0.0,0.0,1.0,0.05183639640831306,0,0.05183639640831306,0.0
109,0.7762700915336609,0.03717172145843506,0.36422252655029297,0.8116575479507446,0.06476674228906631,0.3142743706703186,0.813529372215271,0.06610208004713058,0.24713723361492157,0.7742746472358704,0.07020216435194016,0.12059029191732407,0.7389957904815674,0.07364208996295929,-0.0069924816489219666,0.6821684241294861,0.0793142095208168,-0.12288857996463776,0,0,0,0.0,0.0,0.0,1.0,0.05459395605509774,0,0.05459395605509774,0.0
110,0.7789003849029541,0.04182016849517822,0.3684002459049225,0.8122868537902832,0.07010648399591446,0.3174360394477844,0.8183656930923462,0.07125519216060638,0.2506818175315857,0.7779682874679565,0.07814981043338776,0.12439800053834915,0.7433000802993774,0.07967111468315125,-0.003901920048519969,0.6839891076087952,0.08444074541330338,-0.11928199231624603,0,0,0,0.0,0.0,0.0,1.0,0.05731887698658488,0,0.05731887698658488,0.0
