index,obj_pos_x,obj_pos_y,obj_pos_z,obj_qtn_x,obj_qtn_y,obj_qtn_z,obj_qtn_w,obj_joint_0_pos,obj_joint_1_pos,obj_joint_2_pos,obj_joint_3_pos,obj_joint_4_pos,obj_joint_5_pos,obj_joint_6_pos,obj_joint_7_pos,obj_joint_8_pos
664,0.8829377700090807,-0.3129500628943349,-0.26696110128584066,-0.2795487177775095,-0.25391690869425193,0.4249509430118263,0.8226757647466375,0.500656581255348,0.4000567378282807,0.4013515228195908,0.2500946759181427,0.2500145860557024,-0.08790406216842621,-0.20004869533309247,-0.20001065618647887,-0.09851710496482573
672,0.8831755319946488,-0.3129788491611937,-0.2667366320840798,-0.279688361245515,-0.2542226794542478,0.4247271886605745,0.8226494180678583,0.5006599309966652,0.4000581764219905,0.401926503373669,0.25009471521125215,0.25001448114240016,-0.08774372686763748,-0.2000486289989874,-0.20004542169580808,-0.09848781846356787
680,0.8833918453857605,-0.3130035283473466,-0.2664969703970819,-0.27979714871338995,-0.2545283787649196,0.42449989586310244,0.822635215868719,0.5006459914894648,0.4000916259660024,0.40248130858161274,0.25005170834053025,0.2500149780575987,-0.08773827034688102,-0.20004420857659116,-0.20007920098468682,-0.09846165842159259
688,0.8835586296956843,-0.31302166676454757,-0.26628005179446834,-0.2798560746929701,-0.25477549044473674,0.4243148548893143,0.8226341415516054,0.5005801451792801,0.40014489983340606,0.4029567312987321,0.2500302086990153,0.2500131897776637,-0.08810726924094475,-0.20003566522963012,-0.20010955077046333,-0.09844004120454757
696,0.8837061191170118,-0.31303587494950946,-0.2660993986337662,-0.2799295654434645,-0.2550010282067753,0.42414989733231256,0.8226243240976463,0.5006870459601291,0.39999935715996987,0.4035267675266351,0.2500295722550184,0.25001407398702885,-0.08888952353219308,-0.2000419812195244,-0.20013660197381447,-0.09841938036385028
704,0.8838319168152481,-0.3130486326933356,-0.2659383329258447,-0.2799843512692495,-0.25519457246463484,0.4240090455452911,0.8226182726664301,0.5006896516593975,0.4000085137016132,0.40403781050154436,0.25003017848728093,0.2500140751244172,-0.09007247314529772,-0.2000423297668071,-0.20016421107926077,-0.09839918712163487
712,0.8839309127491676,-0.31305790380860143,-0.2658069384126541,-0.28002659478943565,-0.2553508856803096,0.4238971548639483,0.8226130521035784,0.5006788246459786,0.4000305576717453,0.4045537972153081,0.2500304415031896,0.25001383451539416,-0.0916387054865585,-0.20004194582511464,-0.20019215789816422,-0.09837913323608949
720,0.8840011014966584,-0.3130635852277102,-0.2657081997996739,-0.2800555731875163,-0.2554667205249744,0.4238167061583947,0.8226086738005352,0.50065575246651,0.40006480948352374,0.4050689567424034,0.25003010947198256,0.2500134153496271,-0.09358582814559568,-0.2000404841753781,-0.2002204750048817,-0.09835900469972997
728,0.8840410910274834,-0.3130676007285376,-0.265645432237169,-0.2800668386357255,-0.25553671283512147,0.42377106877056425,0.8226066104542711,0.5006079779466309,0.40011668530029953,0.40557730779350054,0.25002711562065166,0.25001257298991386,-0.09591498344704912,-0.2000369305188166,-0.20024926649520106,-0.09833885079697194
736,0.8840528455902242,-0.31306707948355883,-0.2656241560537534,-0.280078995272917,-0.2555685573174537,0.42375604541466744,0.8226003178288416,0.500679693613933,0.400000303700171,0.4061729649775771,0.25002342893127,0.25001303758493154,-0.09863491584926896,-0.20004202855013262,-0.2002771308632209,-0.09831837562533591
744,0.8840537849221088,-0.31306452285164255,-0.26560969420475045,-0.2800832714732279,-0.25558712002336204,0.42375123520190183,0.8225955724314835,0.5006713447114185,0.40002880938129953,0.40673234829899624,0.25002484241967643,0.2500132610403834,-0.10175294007491062,-0.20004283503598883,-0.20030482500574742,-0.0982983667702243
752,0.8840512291098217,-0.3130626273079074,-0.2655986688975034,-0.2800804498145982,-0.25559713055082667,0.4237515027379995,0.8225932849307264,0.5006682637639527,0.39999860122600045,0.40738395999714294,0.25001774731134757,0.25001274004482416,-0.10514585501958705,-0.20004423451158215,-0.20033402692364047,-0.09827764217043296
760,0.8840562972838,-0.31305975933226776,-0.2655910434575317,-0.28008906985498105,-0.25561615461432546,0.42374690629717693,0.8225868062712459,0.5006811922665985,0.4000336374800853,0.40802687430901813,0.25001894563671545,0.2500128845849264,-0.10886521227623272,-0.2000448641374717,-0.2003634638461793,-0.09825679780061669
768,0.8840539270433341,-0.3130577567611157,-0.26558074132223053,-0.2800851531469526,-0.2556250662343531,0.4237473567120285,0.8225851385594682,0.5006728191642362,0.40000920025223,0.40876613197769524,0.25001341071702476,0.25001230013066367,-0.11277733840935068,-0.20004540621066547,-0.20039386257554873,-0.09823543520454188
776,0.8840515759506183,-0.3130547691871417,-0.2655721014370843,-0.28008840217645065,-0.2556369848852927,0.4237463889110112,0.8225808269160408,0.5006795262565118,0.4000073181006881,0.4095165994084923,0.2500120242035218,0.25001211471805695,-0.11690602106410841,-0.20004577688871136,-0.2004246747032437,-0.09821371618240873
784,0.8840492386092431,-0.31305422182057613,-0.265563651945713,-0.28009181332860467,-0.25564837951797914,0.42374507931100897,0.8225767987950013,0.5006829688939551,0.40001391208680137,0.4103004856619141,0.250009190663987,0.25001118136216166,-0.12124991769303832,-0.20004483857401534,-0.20045432354273118,-0.09819147257081799
792,0.8840480096912537,-0.31305420437507797,-0.2655571312476842,-0.2800951742901541,-0.25565883637625325,0.4237440930134856,0.822572912487572,0.5006893570636765,0.40001882461680444,0.4111175024228676,0.25000872268764573,0.2500108364063703,-0.1258045988382407,-0.2000453213961285,-0.2004833444369292,-0.09816872740136534
800,0.8840473169615465,-0.3130540985659871,-0.26555210437330207,-0.2800993300176785,-0.2556687006118875,0.4237430981162802,0.8225689440101014,0.5007003150671824,0.4000222081351904,0.4119671210931573,0.25000876168203,0.2500107115056546,-0.13055526199085649,-0.2000460994125621,-0.2005126380318637,-0.09814520808204527
