index,obj_pos_x,obj_pos_y,obj_pos_z,obj_qtn_x,obj_qtn_y,obj_qtn_z,obj_qtn_w,obs_pos_x,obs_pos_y,obs_pos_z,obj_qtn_x,obj_qtn_y,obj_qtn_z,obj_qtn_w,obs_joint_0_pos,obs_joint_1_pos,obs_joint_2_pos,obs_joint_3_pos,obs_joint_4_pos,obs_joint_5_pos,obs_joint_6_pos,obs_joint_7_pos,obs_joint_8_pos,obs_joint_9_pos,obs_joint_10_pos,obs_joint_11_pos,start_energy,start_gravity_energy,start_elastic_energy,escape_energy_cost
0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,1,0.706825181105366,0.0,0.0,0.7073882691671998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.018,,,0.0
100,0.0008980472962057812,-0.003966041778113283,1.983332861195521,0.004514735318809699,0.0024144529766865824,0.0034373980881633698,0.9999809857573333,0,0,1,0.706825181105366,0.0,0.0,0.7073882691671998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.001332861195521,,,0.17355604817717962
200,0.004844931810374052,-0.013855408517069404,1.9820609073784918,0.01121224927552236,0.015875359805438412,0.0083532720536028,0.9997762155918843,0,0,1,0.706825181105366,0.0,0.0,0.7073882691671998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000060907378492,,,0.19720023041319834
300,0.00824619654371811,-0.013819124627412858,1.980723996559583,0.010870371707386191,0.028901136449780474,0.008329376712339834,0.9994884595704137,0,0,1,0.706825181105366,0.0,0.0,0.7073882691671998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.998723996559583,,,0.20248404544569243
400,0.01152134788421734,-0.014119333458525493,1.9787925384383236,0.010774469620250068,0.041505450166085756,0.008473287038945964,0.9990442491790184,0,0,1,0.706825181105366,0.0,0.0,0.7073882691671998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9967925384383236,,,0.3007560419262709
500,0.014516881794520594,-0.013582106165582544,1.976487080979476,0.00999468856640757,0.053328575761188005,0.0080688942335832,0.9984943976575887,0,0,1,0.706825181105366,0.0,0.0,0.7073882691671998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.994487080979476,,,inf
600,0.015743664571926056,-0.005376043509940486,1.9757205158078215,0.0026659483146447846,0.06110780364065167,0.0024003402176867123,0.9981247253828744,0,0,1,0.706825181105366,0.0,0.0,0.7073882691671998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9937205158078215,,,inf
700,0.016229939868987686,-0.001553753582465823,1.975367688493196,-0.00039669452962554633,0.06425645545366623,-1.4815682946640886e-05,0.9979333396306973,0,0,1,0.706825181105366,0.0,0.0,0.7073882691671998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9933676884931961,,,inf
800,0.01623038624661398,-0.0015650390973165412,1.9753669534104663,-0.0003974107774354703,0.06425464125400902,-1.1052305646418394e-05,0.9979334562082981,0,0,1,0.706825181105366,0.0,0.0,0.7073882691671998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9933669534104663,,,inf
900,0.016230626407422143,-0.0015760625877509528,1.9753664856435462,-0.000397233207257234,0.06425376380713081,-7.659901851106204e-06,0.9979335128072022,0,0,1,0.706825181105366,0.0,0.0,0.7073882691671998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9933664856435462,,,inf
