index,obj_pos_x,obj_pos_y,obj_pos_z,obj_qtn_x,obj_qtn_y,obj_qtn_z,obj_qtn_w,obs_pos_x,obs_pos_y,obs_pos_z,obj_qtn_x,obj_qtn_y,obj_qtn_z,obj_qtn_w,start_energy,start_gravity_energy,start_elastic_energy,escape_energy_cost
0,0.0,-0.4,1.4,-0.0007956920697244818,0.0007969603417828076,-0.0007956920697244819,0.9999990493007851,0.5,-0.3499,2.9999,-0.29552020666133955,0.0,0.0,0.955336489125606,1.4,,,inf
5000,-0.014577101278247476,-0.365981249039779,1.3245611722950692,0.013187933285885313,-0.020932349085415605,0.007418539204153637,0.9996663845771196,0.5,0.15009999999997758,2.600099999999156,-0.27149881535682047,0.0,0.0,0.9624387737720479,1.3245611722950692,,,inf
10000,-0.010127778156400718,0.42592494855289725,1.8547118690601119,0.15885387050850605,-0.04741396109693809,0.05371987017108512,0.9846987050191376,0.5,0.6500999999999225,3.1001000000002112,-0.02494741150769769,0.0,0.0,0.9996887648958878,1.8547118690601119,,,inf
15000,-0.05222699527423716,1.4564545732593115,2.324796443900788,0.3818285887115981,-0.174592398564319,-0.06460327916716294,0.9052904724600369,0.5,1.1500999999998676,3.6001000000012664,0.22315510155815518,0.0,0.0,0.974782950532358,2.324796443900788,,,0.22898912351445144
