index,obj_pos_x,obj_pos_y,obj_pos_z,obj_qtn_x,obj_qtn_y,obj_qtn_z,obj_qtn_w,obj_joint_0_pos,obj_joint_1_pos,obj_joint_2_pos,obj_joint_3_pos,obj_joint_4_pos,obj_joint_5_pos,obj_joint_6_pos,obj_joint_7_pos,obj_joint_8_pos,obj_joint_9_pos,obs_pos_x,obs_pos_y,obs_pos_z,obs_qtn_x,obs_qtn_y,obs_qtn_z,obs_qtn_w,box_pos_x,box_pos_y,box_pos_z,box_eul_x,box_eul_y,box_eul_z
396,0.0005710915386731618,1.4926728468406625,3.0711454667903997,0.1698953724237269,0.010396031055953237,0.001983353978157558,0.9854052726032493,0.0005096999970906344,0.0031373477840837796,-0.00040060877148584607,0.003640167245381764,-0.00013353602355871936,-0.053014846573144814,-0.0012377625035309644,0.021032298969217142,0.00100757367029248,-0.015212751238260437,0,0.0,1.0,-0.14943813247359924,0.0,0.0,0.9887710779360424,0,1.5,3.0,0.3176000000000009,0,0
408,0.000580535924687923,1.4923896183623315,3.071202898253756,0.1746215467638475,0.01038449830351489,0.002041403598336848,0.9845787476236395,0.000515154341538313,0.0031468397005309035,-0.00039047680808250717,0.003639734723861788,-0.00012198697688264953,-0.05301113031875122,-0.0012394961525399053,0.021041706986347473,0.0010050576862807806,-0.015193426105717119,0,0.0,1.0,-0.14943813247359924,0.0,0.0,0.9887710779360424,0,1.5,3.0,0.32720000000000116,0,0
420,0.0005893075685218117,1.4920917611942175,3.071257000496662,0.17934372187658523,0.010371901378655549,0.0021052414003070543,0.9837295466965968,0.0005182067857204113,0.0031562827939358522,-0.0003906194381031632,0.0036399994525617737,-0.00011665860887184275,-0.05300810142780933,-0.0012431573980006974,0.02105135581676814,0.001000040458139503,-0.01517508803272547,0,0.0,1.0,-0.14943813247359924,0.0,0.0,0.9887710779360424,0,1.5,3.0,0.33680000000000143,0,0
432,0.0005875534600376825,1.491758386476268,3.0713000012244125,0.18406197490186232,0.010358489970261625,0.0021699323026641453,0.9828576613500879,0.0005172846783015684,0.003164939041736072,-0.0003984290112828491,0.0036393779419557947,-0.00012083409135507508,-0.05300519215213295,-0.0012424482191338545,0.02106011179394032,0.000996658674949212,-0.015157671732311966,0,0.0,1.0,-0.14943813247359924,0.0,0.0,0.9887710779360424,0,1.5,3.0,0.3464000000000017,0,0
444,0.0005761541935300893,1.4913831153079924,3.071328532827776,0.18877620300628625,0.01034516118275543,0.0022311897591585066,0.9819631075610177,0.0005172681745250878,0.0031727143152982407,-0.00040228175809256484,0.0036382083793463,-0.00012436594885093937,-0.053002579618249245,-0.0012406672503085209,0.02106771935906785,0.0009950599700441123,-0.01514176011656319,0,0.0,1.0,-0.14943813247359924,0.0,0.0,0.9887710779360424,0,1.5,3.0,0.356000000000002,0,0
456,0.0005571853862401554,1.4909565444975525,3.0713377507859394,0.1934868476714468,0.010332679968832994,0.0022882055678508815,0.9810457887469408,0.0005215546844316243,0.0031772788396360256,-0.00040472827229751167,0.00363766493041188,-0.00012696025835251873,-0.05300174686103889,-0.0012384673163754684,0.021076156693393452,0.0009969413850754328,-0.015127213254396544,0,0.0,1.0,-0.14943813247359924,0.0,0.0,0.9887710779360424,0,1.5,3.0,0.36560000000000226,0,0
468,0.0005319061371033807,1.4904471325598692,3.0713137692104544,0.19819410266336876,0.010321612602535666,0.002340088765251593,0.9801056504108707,0.0005369464771305746,0.003176892609331653,-0.0004041444534037175,0.0036382727540096777,-0.0001299972908628062,-0.05300392925746862,-0.0012336462789362414,0.021085480514591505,0.0010086688669299635,-0.01511527456371087,0,0.0,1.0,-0.14943813247359924,0.0,0.0,0.9887710779360424,0,1.5,3.0,0.37520000000000253,0,0
480,0.0005014534155979128,1.4897808584535137,3.071224372869734,0.20289684196618565,0.01031072777088624,0.0023875572682201364,0.9791429211219751,0.0005528476298581955,0.0031765661624296093,-0.0004001220249472133,0.003637817137428454,-0.00013227557904342546,-0.05300559315632042,-0.00122834715679751,0.021089180079032786,0.0010222099789674408,-0.015111120911948892,0,0.0,1.0,-0.14943813247359924,0.0,0.0,0.9887710779360424,0,1.5,3.0,0.3848000000000028,0,0
492,0.00046692209287615516,1.4888181578014716,3.071007248025189,0.20759538460065735,0.010299515540271564,0.0024338226838471074,0.9781575296337929,0.0005646218760827951,0.003175497812103474,-0.00039703393463078843,0.003636110066810773,-0.00013404719287137513,-0.05300644687170652,-0.001223381212465688,0.021084183433982884,0.001034767097002401,-0.01512148623100047,0,0.0,1.0,-0.14943813247359924,0.0,0.0,0.9887710779360424,0,1.5,3.0,0.3944000000000031,0,0
504,0.0004290022494739764,1.4873691225359822,3.070572879890014,0.2122923936930678,0.010288933480591587,0.0024835475085575615,0.9771488675834774,0.0005603897171572971,0.0031628262936209445,-0.0004000336789546978,0.00363533420549979,-0.00013588843065208433,-0.0530117767848002,-0.0012239828307313502,0.02107374203531865,0.0010376207661789132,-0.015152873984252817,0,0.0,1.0,-0.14943813247359924,0.0,0.0,0.9887710779360424,0,1.5,3.0,0.40400000000000336,0,0
516,0.00038558626328926186,1.4852261659776456,3.0698156031049075,0.2169880674943038,0.010279461656668603,0.0025349366177294806,0.9761168399989217,0.0005519277490279942,0.0031360572801785976,-0.00040517636945253853,0.0036353836622139784,-0.00013899466073122692,-0.053022673488334254,-0.0012255629294896121,0.021051352560567515,0.0010434940716112177,-0.015217024000855511,0,0.0,1.0,-0.14943813247359924,0.0,0.0,0.9887710779360424,0,1.5,3.0,0.41360000000000363,0,0
528,0.00033546332570929274,1.4821807742153865,3.0686198413869885,0.22168342170918892,0.010271746312958832,0.002587484363988594,0.975061155359834,0.000537669088340088,0.0030899100422756773,-0.00041311125641516327,0.0036366107535059275,-0.0001438078491887229,-0.05304100860467333,-0.0012285474788065684,0.021012448914411036,0.0010533932674587113,-0.015325229429176225,0,0.0,1.0,-0.14943813247359924,0.0,0.0,0.9887710779360424,0,1.5,3.0,0.4232000000000039,0,0
540,0.00027759636246011505,1.4780299971723034,3.0668626245468205,0.22637946799688405,0.010266655995347913,0.0026396635321025955,0.9739815010669136,0.0005161007383553962,0.0030187948585949447,-0.0004243247046998664,0.003639357941963842,-0.00015050781284124825,-0.05306882591416992,-0.0012333997700700134,0.02095199562807628,0.0010684582253768019,-0.015489433271770794,0,0.0,1.0,-0.14943813247359924,0.0,0.0,0.9887710779360424,0,1.5,3.0,0.4328000000000042,0,0
552,0.0001314610298205231,1.4730673578563345,3.064611600092799,0.23109987308125796,0.010364952250133445,0.0023943556714560244,0.97287187413739,0.0004523418378011762,0.0029192109967996586,-0.0005076468969581434,0.0037611940275529402,-0.00030691495720099906,-0.0530633718291031,-0.0012300912426838017,0.021009876488588014,0.0010669259554916082,-0.015644498205814726,0,0.0,1.0,-0.14943813247359924,0.0,0.0,0.9887710779360424,0,1.5,3.0,0.44240000000000446,0,0
564,-0.0001802380390937551,1.469218388744397,3.062786357471935,0.23581698859407016,0.010578769435777718,0.0015725055256451278,0.9717386298557965,0.0004139880494187749,0.0028864267599696017,-0.000548282085149854,0.00387568823616617,-0.0005337264241633118,-0.05304618482503698,-0.0012219010234153869,0.02267083957369365,0.0010608443407985333,-0.015708155089053082,0,0.0,1.0,-0.14943813247359924,0.0,0.0,0.9887710779360424,0,1.5,3.0,0.45200000000000473,0,0
576,-0.00024372752483267074,1.4664620782058655,3.0614182674658563,0.24051771099614638,0.010692401456395129,0.0012394731644905681,0.9705850642548256,0.0003812007739800842,0.0028707902616679345,-0.0005461304575526996,0.003986629564279588,-0.0018129298003413691,-0.05302646115855972,-0.0012227510659076595,0.024392021017460266,0.0010435764663985884,-0.015755906954489057,0,0.0,1.0,-0.14943813247359924,0.0,0.0,0.9887710779360424,0,1.5,3.0,0.461600000000005,0,0
588,-0.0003002343244013523,1.46334315586278,3.059806745765961,0.24521154112569082,0.010739093596376035,0.00126691618467847,0.9694092876029572,0.0003190183720516156,0.0028400360448849423,-0.0005745583990023606,0.004113494466007944,-0.005087676202338271,-0.05300855962842056,-0.0012135892551971173,0.026224931426833898,0.0010142892714959302,-0.015850617101106326,0,0.0,1.0,-0.14943813247359924,0.0,0.0,0.9887710779360424,0,1.5,3.0,0.4712000000000053,0,0
