frameID,vertex005fixed-x,vertex005fixed-y,vertex005fixed-z,vertex140-x,vertex140-y,vertex140-z,vertex145-x,vertex145-y,vertex145-z,vertex150-x,vertex150-y,vertex150-z,vertex160-x,vertex160-y,vertex160-z,vertex170-x,vertex170-y,vertex170-z,vertex180-x,vertex180-y,vertex180-z,vertex190fixed-x,vertex190fixed-y,vertex190fixed-z
25,0.48843225836753845,-0.6118779182434082,0.09020192921161652,0.7119264006614685,-0.3632732927799225,0.10771311819553375,0.7103343605995178,-0.3478821814060211,0.05607342720031738,0.7095187902450562,-0.33211928606033325,0.004599711392074823,0.7094063758850098,-0.29965081810951233,-0.09777352213859558,0.7136105298995972,-0.2615862786769867,-0.19776341319084167,0.7215347290039062,-0.21644432842731476,-0.2939240634441376,0.4551737606525421,-0.34178945422172546,-0.44087445735931396
26,0.4885990619659424,-0.6117655038833618,0.0902337059378624,0.7189439535140991,-0.3585047423839569,0.12158054113388062,0.718336284160614,-0.34406188130378723,0.06981118768453598,0.7173712253570557,-0.32856833934783936,0.018430544063448906,0.7158893346786499,-0.29488465189933777,-0.08333086222410202,0.7170283198356628,-0.2573259472846985,-0.18338923156261444,0.7234307527542114,-0.21475107967853546,-0.28078463673591614,0.45522916316986084,-0.3414638936519623,-0.4405485987663269
27,0.48869583010673523,-0.6116929054260254,0.09022943675518036,0.7248164415359497,-0.35297679901123047,0.13638921082019806,0.7251320481300354,-0.33917436003685,0.08436920493841171,0.7247006297111511,-0.3244497776031494,0.032737016677856445,0.7234211564064026,-0.29115626215934753,-0.06905578821897507,0.723568320274353,-0.2534253001213074,-0.1689443439245224,0.724693775177002,-0.2144365906715393,-0.2678270637989044,0.45529210567474365,-0.34071657061576843,-0.43968433141708374
28,0.48872411251068115,-0.6117182374000549,0.0902809202671051,0.7283392548561096,-0.34720027446746826,0.15322181582450867,0.7296503782272339,-0.33335477113723755,0.10106369107961655,0.7304742336273193,-0.3191632330417633,0.04908912628889084,0.7309963703155518,-0.28808295726776123,-0.05373278260231018,0.7298407554626465,-0.25276726484298706,-0.1547926366329193,0.7282212972640991,-0.2143915742635727,-0.25443965196609497,0.45527708530426025,-0.3401474058628082,-0.4388931095600128
29,0.4887138307094574,-0.6117428541183472,0.090305395424366,0.7308568358421326,-0.34167054295539856,0.16920675337314606,0.7326629161834717,-0.32777294516563416,0.11688985675573349,0.7343338131904602,-0.3135110139846802,0.0647457167506218,0.7358214259147644,-0.2846505045890808,-0.03923223167657852,0.7350730299949646,-0.25232821702957153,-0.1418006420135498,0.7323211431503296,-0.214814692735672,-0.24227899312973022,0.4553055465221405,-0.3407634496688843,-0.4394913911819458
30,0.48870494961738586,-0.6117728352546692,0.0902317613363266,0.7341277003288269,-0.3347560465335846,0.18193307518959045,0.7352758049964905,-0.3219820261001587,0.1292957365512848,0.7361279129981995,-0.3087523281574249,0.07679308205842972,0.7375704050064087,-0.28048068284988403,-0.027596646919846535,0.7377809882164001,-0.24912914633750916,-0.1308123916387558,0.7357478737831116,-0.21302349865436554,-0.23213258385658264,0.4550977647304535,-0.3429020941257477,-0.44096213579177856
31,0.48878616094589233,-0.6118499636650085,0.09025947749614716,0.7367505431175232,-0.32713931798934937,0.19096484780311584,0.7373296618461609,-0.31511369347572327,0.13791784644126892,0.737477719783783,-0.30273938179016113,0.08499429374933243,0.7375379800796509,-0.2753289043903351,-0.020001929253339767,0.7378718852996826,-0.2430877536535263,-0.12338455021381378,0.7372778654098511,-0.20857533812522888,-0.22575318813323975,0.45465347170829773,-0.3445124924182892,-0.44177427887916565
32,0.488840252161026,-0.6118830442428589,0.09027517586946487,0.7387651205062866,-0.3187679350376129,0.1978185474872589,0.7387372851371765,-0.3069094121456146,0.14441533386707306,0.7383784055709839,-0.29465150833129883,0.09122931212186813,0.737398087978363,-0.2675827443599701,-0.014171052724123001,0.7370822429656982,-0.23725257813930511,-0.11835146695375443,0.7390380501747131,-0.20408567786216736,-0.22121885418891907,0.4548521339893341,-0.34377697110176086,-0.4416120648384094
33,0.4887612760066986,-0.6118607521057129,0.09020134806632996,0.7406609058380127,-0.30992716550827026,0.2060529887676239,0.7399477958679199,-0.29769590497016907,0.15248143672943115,0.7390881776809692,-0.28520849347114563,0.09906820207834244,0.7378135323524475,-0.2596237063407898,-0.007329154293984175,0.7386048436164856,-0.2316364198923111,-0.11270028352737427,0.7414741516113281,-0.1999732255935669,-0.21653486788272858,0.4550020694732666,-0.34312042593955994,-0.44137582182884216
34,0.4887244999408722,-0.6118625402450562,0.09011621028184891,0.7424313426017761,-0.3013322055339813,0.21538273990154266,0.7416319847106934,-0.28890034556388855,0.1614738553762436,0.7409713268280029,-0.2766983211040497,0.10759995877742767,0.740485668182373,-0.2520313262939453,0.00019318968406878412,0.7418911457061768,-0.22485993802547455,-0.10621534287929535,0.744456946849823,-0.19492071866989136,-0.21146482229232788,0.4550308883190155,-0.3428586721420288,-0.44128796458244324
35,0.48872074484825134,-0.6118128299713135,0.09021608531475067,0.7459427714347839,-0.2930681109428406,0.22318613529205322,0.7453922629356384,-0.2814910113811493,0.16889089345932007,0.7449685335159302,-0.2694683372974396,0.11474865674972534,0.7450720071792603,-0.24394387006759644,0.006991738919168711,0.7457671761512756,-0.21752001345157623,-0.1002102941274643,0.7474074959754944,-0.18975970149040222,-0.20673495531082153,0.45496776700019836,-0.3430516719818115,-0.4414210319519043
36,0.4886700212955475,-0.6117724180221558,0.09020757675170898,0.7498593926429749,-0.284300297498703,0.22994263470172882,0.7503463625907898,-0.2726573646068573,0.1753455251455307,0.7504871487617493,-0.26095959544181824,0.12086554616689682,0.7499887943267822,-0.23697572946548462,0.012342317961156368,0.7498012781143188,-0.2115420550107956,-0.0954781249165535,0.7504923939704895,-0.1852053850889206,-0.20262616872787476,0.4550161361694336,-0.3428184688091278,-0.44134047627449036
37,0.48864254355430603,-0.6117537617683411,0.09020213782787323,0.7528458833694458,-0.2758696973323822,0.2370368391275406,0.7537209391593933,-0.26438164710998535,0.18222889304161072,0.754279375076294,-0.2531135678291321,0.12747299671173096,0.7545145750045776,-0.23070138692855835,0.018191026523709297,0.7538722157478333,-0.20727460086345673,-0.09056346863508224,0.753412663936615,-0.1814235895872116,-0.19847753643989563,0.45506998896598816,-0.3425174355506897,-0.44119951128959656
38,0.488748162984848,-0.6118186116218567,0.0902310162782669,0.7555589079856873,-0.2679287791252136,0.24407117068767548,0.7562991380691528,-0.2571006417274475,0.18874764442443848,0.756567656993866,-0.24670346081256866,0.13344059884548187,0.7568405270576477,-0.22513936460018158,0.023303940892219543,0.7567901611328125,-0.20202545821666718,-0.08607356995344162,0.7563674449920654,-0.17705506086349487,-0.19464300572872162,0.45516330003738403,-0.34205424785614014,-0.44092366099357605
39,0.4887032210826874,-0.6118267178535461,0.09024283289909363,0.7576375603675842,-0.26047027111053467,0.2510349452495575,0.7581875920295715,-0.2501218020915985,0.19541864097118378,0.7582937479019165,-0.24005313217639923,0.13984355330467224,0.7580618858337402,-0.21918058395385742,0.029039721935987473,0.7576690912246704,-0.1968456357717514,-0.08125808835029602,0.7581912279129028,-0.17278935015201569,-0.19089868664741516,0.4551812410354614,-0.341957151889801,-0.44085732102394104
40,0.48871588706970215,-0.6118040680885315,0.09028004854917526,0.7593351602554321,-0.2526325583457947,0.2570381164550781,0.7594369649887085,-0.24237801134586334,0.20104850828647614,0.7593265175819397,-0.23235435783863068,0.1451042890548706,0.7587770819664001,-0.2124798744916916,0.0334906168282032,0.758729100227356,-0.19150488078594208,-0.07748674601316452,0.7600699067115784,-0.16867627203464508,-0.18767963349819183,0.45516055822372437,-0.34201833605766296,-0.4409002363681793
41,0.4887261390686035,-0.611716628074646,0.09032772481441498,0.761318564414978,-0.24440433084964752,0.26327866315841675,0.7609188556671143,-0.23488560318946838,0.20692692697048187,0.7605154514312744,-0.22540295124053955,0.15065443515777588,0.7602628469467163,-0.2060314416885376,0.0384228490293026,0.7608200311660767,-0.1857547163963318,-0.0732826292514801,0.7622319459915161,-0.16423848271369934,-0.1843908727169037,0.455192506313324,-0.34183669090270996,-0.44077813625335693
42,0.4887373447418213,-0.6117866039276123,0.09025450795888901,0.7636703848838806,-0.23659123480319977,0.26937755942344666,0.7638685703277588,-0.22706685960292816,0.21272285282611847,0.7637345194816589,-0.21792708337306976,0.1560775339603424,0.7631151080131531,-0.19972608983516693,0.043038126081228256,0.762980043888092,-0.1804732233285904,-0.0694606676697731,0.7641572952270508,-0.15984728932380676,-0.18135422468185425,0.45523345470428467,-0.3416212797164917,-0.44058480858802795
43,0.4887012243270874,-0.6116846203804016,0.09025043249130249,0.7656875848770142,-0.22893072664737701,0.274769127368927,0.76637864112854,-0.21949563920497894,0.21790781617164612,0.766616940498352,-0.21070154011249542,0.16098783910274506,0.7664054036140442,-0.19328691065311432,0.04738093912601471,0.76589435338974,-0.1752890795469284,-0.0658276230096817,0.766248345375061,-0.15577878057956696,-0.1785215139389038,0.4552561044692993,-0.3414880633354187,-0.44047316908836365
44,0.4887409210205078,-0.6115627884864807,0.09030213207006454,0.7672220468521118,-0.22139112651348114,0.2793428301811218,0.7679088115692139,-0.2123057246208191,0.22214433550834656,0.7682434320449829,-0.2039049118757248,0.1648886352777481,0.768460750579834,-0.18720781803131104,0.05070122703909874,0.7683321237564087,-0.1698039472103119,-0.06296716630458832,0.7683385014533997,-0.15138861536979675,-0.17612245678901672,0.4552498459815979,-0.34151536226272583,-0.44049403071403503
45,0.4887978434562683,-0.6114567518234253,0.09028138220310211,0.7686071991920471,-0.21404236555099487,0.2840583622455597,0.7691562175750732,-0.2054411917924881,0.22667938470840454,0.7693694233894348,-0.19729916751384735,0.16923780739307404,0.7691689133644104,-0.1813955307006836,0.05454409494996071,0.7687733769416809,-0.16507047414779663,-0.05982406064867973,0.7693576216697693,-0.14740495383739471,-0.17371833324432373,0.4552620053291321,-0.34142231941223145,-0.44039908051490784
46,0.4886736273765564,-0.6114293336868286,0.09016813337802887,0.7697780728340149,-0.20663174986839294,0.28788161277770996,0.7699161767959595,-0.1982986330986023,0.23026201128959656,0.7697641849517822,-0.19069114327430725,0.17248865962028503,0.7692317962646484,-0.1758413463830948,0.05722954869270325,0.7690485715866089,-0.1602352261543274,-0.05751922354102135,0.7700502276420593,-0.14344406127929688,-0.17173251509666443,0.4552845358848572,-0.3412720561027527,-0.4402560889720917
47,0.4887833297252655,-0.6113055944442749,0.09012624621391296,0.7706760764122009,-0.199540913105011,0.2914743423461914,0.7707000374794006,-0.1915500909090042,0.23370572924613953,0.7705693244934082,-0.18409603834152222,0.17578569054603577,0.7700213193893433,-0.16995975375175476,0.06016046181321144,0.7698479294776917,-0.15536220371723175,-0.05504373461008072,0.770750880241394,-0.13964393734931946,-0.16978873312473297,0.455289751291275,-0.3412160575389862,-0.440201997756958
48,0.4887932240962982,-0.6112588047981262,0.09019949287176132,0.7715265154838562,-0.19255264103412628,0.2949686050415039,0.7717912197113037,-0.1849576234817505,0.23705638945102692,0.7718712091445923,-0.17783278226852417,0.1789916604757309,0.7714442014694214,-0.16434229910373688,0.06302150338888168,0.7710221409797668,-0.15045903623104095,-0.05267295613884926,0.7714980840682983,-0.1358412355184555,-0.16802096366882324,0.4552869498729706,-0.3412034809589386,-0.4401913583278656
49,0.48884308338165283,-0.6112027764320374,0.09013424068689346,0.7724726796150208,-0.18554292619228363,0.29835084080696106,0.7727804780006409,-0.17812635004520416,0.24027475714683533,0.7728091478347778,-0.17155525088310242,0.18184566497802734,0.7725066542625427,-0.15904702246189117,0.06524024158716202,0.7720445990562439,-0.14607352018356323,-0.050929512828588486,0.772096574306488,-0.1322648525238037,-0.16660311818122864,0.455294668674469,-0.3411142826080322,-0.4400915503501892
50,0.4890158176422119,-0.6110737323760986,0.09012021869421005,0.7730013728141785,-0.17886000871658325,0.30145320296287537,0.7732496857643127,-0.17186187207698822,0.24331192672252655,0.7733290791511536,-0.16548427939414978,0.18473288416862488,0.7729125618934631,-0.15368914604187012,0.06773002445697784,0.7723008990287781,-0.14165763556957245,-0.04892672970890999,0.7723864316940308,-0.12869641184806824,-0.16514290869235992,0.455303430557251,-0.34101420640945435,-0.4399842917919159
51,0.4889799952507019,-0.6111320853233337,0.0899381935596466,0.7733403444290161,-0.17236889898777008,0.30450329184532166,0.7733466029167175,-0.16582012176513672,0.2460775524377823,0.7732290625572205,-0.1597527712583542,0.1872311681509018,0.7727245092391968,-0.14846649765968323,0.06980672478675842,0.7723520994186401,-0.13696497678756714,-0.04724007099866867,0.7726241946220398,-0.12493045628070831,-0.1639307737350464,0.45529571175575256,-0.34099411964416504,-0.439956396818161
52,0.48902395367622375,-0.6108755469322205,0.08997112512588501,0.7736386656761169,-0.16592153906822205,0.3071902096271515,0.7735649943351746,-0.15968924760818481,0.24869738519191742,0.7733780145645142,-0.15393084287643433,0.18967054784297943,0.772801399230957,-0.14338262379169464,0.07184039801359177,0.7723017334938049,-0.1328057497739792,-0.04567733407020569,0.772633969783783,-0.12156105041503906,-0.16283796727657318,0.45529282093048096,-0.340933620929718,-0.4398888647556305
53,0.4892049729824066,-0.6108123660087585,0.08981822431087494,0.7739924192428589,-0.159829244017601,0.3095572292804718,0.7740643620491028,-0.1535385400056839,0.2509740889072418,0.7739248871803284,-0.14806029200553894,0.19173572957515717,0.7732469439506531,-0.13845515251159668,0.0734664797782898,0.7726781964302063,-0.1286536157131195,-0.044434014707803726,0.772796630859375,-0.11819322407245636,-0.16194863617420197,0.4552983343601227,-0.3408275246620178,-0.43976351618766785
54,0.48916420340538025,-0.6106680631637573,0.0897783637046814,0.7739658951759338,-0.1538623869419098,0.3118055462837219,0.7741577625274658,-0.14823909103870392,0.25303158164024353,0.7741789817810059,-0.14285753667354584,0.19368195533752441,0.7737898230552673,-0.13351917266845703,0.07512668520212173,0.7731757164001465,-0.12435472756624222,-0.043148528784513474,0.772885799407959,-0.11491251736879349,-0.16110333800315857,0.45529651641845703,-0.34076428413391113,-0.4396974444389343
55,0.48919418454170227,-0.6105692982673645,0.0897606611251831,0.7739894390106201,-0.14801062643527985,0.313405841588974,0.7741409540176392,-0.14264878630638123,0.25454095005989075,0.7740834355354309,-0.13761760294437408,0.19499652087688446,0.7735676169395447,-0.12915486097335815,0.07607938349246979,0.7729296088218689,-0.1206698939204216,-0.04244379326701164,0.7726685404777527,-0.111835777759552,-0.16056840121746063,0.45529496669769287,-0.34073886275291443,-0.4396674335002899
56,0.4892127215862274,-0.6104962825775146,0.08974365890026093,0.7739881277084351,-0.14247748255729675,0.31517598032951355,0.7739513516426086,-0.1372569054365158,0.25626733899116516,0.7736776471138,-0.1325884908437729,0.19655293226242065,0.7729113101959229,-0.12492728978395462,0.07730964571237564,0.7723163366317749,-0.11713728308677673,-0.04155805706977844,0.772249162197113,-0.1089673861861229,-0.16002674400806427,0.4553009271621704,-0.34067171812057495,-0.4395841360092163
57,0.4892478585243225,-0.6104150414466858,0.08974132686853409,0.7739496231079102,-0.1370217204093933,0.3173617124557495,0.7738076448440552,-0.13236193358898163,0.25845828652381897,0.7734067440032959,-0.1279260665178299,0.19857558608055115,0.7726700305938721,-0.12047123163938522,0.07897783070802689,0.7720076441764832,-0.11332514882087708,-0.040357861667871475,0.7718044519424438,-0.1060180813074112,-0.15941251814365387,0.45530441403388977,-0.3406182527542114,-0.4395159184932709
58,0.48919031023979187,-0.6104966998100281,0.08986329287290573,0.7734788060188293,-0.13188044726848602,0.3191351294517517,0.7736572027206421,-0.1275312304496765,0.25991377234458923,0.7734133005142212,-0.12312477827072144,0.199798122048378,0.7727704644203186,-0.11619782447814941,0.07977916300296783,0.7718909978866577,-0.10981056094169617,-0.03988022357225418,0.7714449167251587,-0.10318255424499512,-0.159153550863266,0.45530250668525696,-0.3405986428260803,-0.43949148058891296
59,0.4892647862434387,-0.6104568839073181,0.08978535234928131,0.773292064666748,-0.12697502970695496,0.32096341252326965,0.7734057903289795,-0.12303266674280167,0.26170918345451355,0.7730165123939514,-0.11904347687959671,0.2014373540878296,0.7723808288574219,-0.11264096945524216,0.0810646042227745,0.7716338038444519,-0.1066456213593483,-0.03902796655893326,0.7710519433021545,-0.10057340562343597,-0.15879052877426147,0.4553067088127136,-0.340564489364624,-0.43944400548934937
60,0.4892450273036957,-0.610402524471283,0.08982337266206741,0.7731517553329468,-0.12229888886213303,0.3221083879470825,0.7733717560768127,-0.11812880635261536,0.2628169655799866,0.772845983505249,-0.11447573453187943,0.2023545503616333,0.7718440890312195,-0.10901351273059845,0.08165500313043594,0.7707581520080566,-0.10388986766338348,-0.03869365155696869,0.7702676057815552,-0.09827279299497604,-0.1586684137582779,0.4553103446960449,-0.3405191898345947,-0.43938547372817993
61,0.4891943335533142,-0.6104961633682251,0.08979696035385132,0.7729163765907288,-0.11775832623243332,0.3229833245277405,0.7731116414070129,-0.11371561884880066,0.26368066668510437,0.772453248500824,-0.11012941598892212,0.2031184732913971,0.7714617848396301,-0.10494963079690933,0.08221568912267685,0.7705126404762268,-0.1003052219748497,-0.038367707282304764,0.7698162794113159,-0.0956650972366333,-0.15862450003623962,0.45530930161476135,-0.3405011296272278,-0.439361572265625
62,0.4892286956310272,-0.6104987263679504,0.08982092142105103,0.7727733254432678,-0.11308184266090393,0.3240465521812439,0.7729202508926392,-0.10963562875986099,0.2646659016609192,0.7722752094268799,-0.10607188194990158,0.20395921170711517,0.7713339924812317,-0.10110864788293839,0.0827663242816925,0.7701590657234192,-0.0971139594912529,-0.038117967545986176,0.7692243456840515,-0.09325879067182541,-0.1586654633283615,0.45530980825424194,-0.34048357605934143,-0.439338743686676
