index,obj_joint_0_pos_x,obj_joint_0_pos_y,obj_joint_0_pos_z,obj_joint_1_pos_x,obj_joint_1_pos_y,obj_joint_1_pos_z,obj_joint_2_pos_x,obj_joint_2_pos_y,obj_joint_2_pos_z,obj_joint_3_pos_x,obj_joint_3_pos_y,obj_joint_3_pos_z,obj_joint_4_pos_x,obj_joint_4_pos_y,obj_joint_4_pos_z,obj_joint_5_pos_x,obj_joint_5_pos_y,obj_joint_5_pos_z,obs_pos_x,obs_pos_y,obs_pos_z,obj_qtn_x,obj_qtn_y,obj_qtn_z,obj_qtn_w,start_energy,start_gravity_energy,start_elastic_energy,escape_energy_cost
120,0.7987990975379944,0.07347824424505234,0.3962650001049042,0.8192285895347595,0.13057605922222137,0.3425831198692322,0.8408489227294922,0.1372295320034027,0.2761443555355072,0.8156212568283081,0.12002120167016983,0.1423417031764984,0.7795804738998413,0.1154097318649292,0.008104326203465462,0.6999865174293518,0.13114885985851288,-0.10178393125534058,0,0,0,0.0,0.0,0.0,1.0,0.07914293966919782,0,0.07914293966919782,0.0
121,0.8000503778457642,0.0765666514635086,0.3955641984939575,0.8191733956336975,0.13664765655994415,0.3429170548915863,0.8409867286682129,0.1440867930650711,0.27635857462882996,0.818891704082489,0.12309570610523224,0.14231762290000916,0.7828249335289001,0.11776980757713318,0.00749864149838686,0.7006615400314331,0.13555343449115753,-0.10164307802915573,0,0,0,0.0,0.0,0.0,1.0,0.08071703099168051,0,0.08071703099168051,0.0
122,0.8018344044685364,0.0788038969039917,0.39463332295417786,0.8193045854568481,0.14179252088069916,0.34700143337249756,0.8399684429168701,0.1507432609796524,0.2767588496208191,0.8242040276527405,0.1280009001493454,0.14231501519680023,0.7870501279830933,0.12226159125566483,0.007500430569052696,0.7012814283370972,0.1404036432504654,-0.10117857903242111,0,0,0,0.0,0.0,0.0,1.0,0.08199585207197821,0,0.08199585207197821,0.0
123,0.80271315574646,0.0825800746679306,0.39417606592178345,0.8194546699523926,0.14768683910369873,0.34867143630981445,0.838433563709259,0.15758419036865234,0.2774738669395447,0.8283202648162842,0.13273277878761292,0.14186982810497284,0.7898192405700684,0.12719976902008057,0.006508584134280682,0.7012161016464233,0.14536622166633606,-0.10127241164445877,0,0,0,0.0,0.0,0.0,1.0,0.0838992590229207,0,0.0838992590229207,0.0
124,0.8034266829490662,0.08629287779331207,0.3934870660305023,0.8192958235740662,0.15466521680355072,0.3509964644908905,0.8368052244186401,0.16443292796611786,0.277971088886261,0.8324522972106934,0.13667529821395874,0.14239129424095154,0.7913093566894531,0.13296695053577423,0.006889770273119211,0.7005559802055359,0.1503072828054428,-0.10079878568649292,0,0,0,0.0,0.0,0.0,1.0,0.0857455086178263,0,0.0857455086178263,0.0
125,0.8034126162528992,0.08994833379983902,0.39371591806411743,0.818237841129303,0.16069194674491882,0.3517153859138489,0.8342371582984924,0.17110435664653778,0.27835962176322937,0.8380328416824341,0.14430491626262665,0.14054398238658905,0.793276309967041,0.14349013566970825,0.0068169548176229,0.6997504234313965,0.15550191700458527,-0.10065079480409622,0,0,0,0.0,0.0,0.0,1.0,0.08761078784741742,0,0.08761078784741742,0.019470358556770845
126,0.8033598065376282,0.09444274008274078,0.39215999841690063,0.8212077617645264,0.1629759669303894,0.35494160652160645,0.8315705060958862,0.1785932034254074,0.28014013171195984,0.8432418704032898,0.17031633853912354,0.13791435956954956,0.7856337428092957,0.17346833646297455,0.010492037981748581,0.6964946985244751,0.16856935620307922,-0.10044516623020172,0,0,0,0.0,0.0,0.0,1.0,0.08920698231343317,0,0.08920698231343317,0.057225105758067094
127,0.8019665479660034,0.09207042306661606,0.39134353399276733,0.8217918276786804,0.16227483749389648,0.3663059175014496,0.8185539841651917,0.18668511509895325,0.29923418164253235,0.7835776209831238,0.2150106132030487,0.16410616040229797,0.7430810928344727,0.21518197655677795,0.028230391442775726,0.6819422841072083,0.18685074150562286,-0.09691274166107178,0,0,0,0.0,0.0,0.0,1.0,0.08746178115547144,0,0.08746178115547144,0.08984474149688736
128,0.7868430614471436,0.06845519691705704,0.38542383909225464,0.7946673035621643,0.14778955280780792,0.38375934958457947,0.7812090516090393,0.17902086675167084,0.32397404313087463,0.7093871831893921,0.16252478957176208,0.1983410269021988,0.6511306166648865,0.1555027961730957,0.06493639945983887,0.614007830619812,0.15142269432544708,-0.07415153831243515,0,0,0,0.0,0.0,0.0,1.0,0.07441613263616557,0,0.07441613263616557,0.08454288218778354
129,0.7681123614311218,0.05265391618013382,0.3819761872291565,0.7780758142471313,0.13616296648979187,0.39150115847587585,0.7698292136192322,0.1818414032459259,0.33163437247276306,0.7310712933540344,0.17776405811309814,0.19342456758022308,0.6903067231178284,0.18056778609752655,0.053985122591257095,0.6364232301712036,0.1681215912103653,-0.08130542188882828,0,0,0,0.0,0.0,0.0,1.0,0.06515654703084879,0,0.06515654703084879,0.15267608840345687
