index,obj_pos_x,obj_pos_y,obj_pos_z,obj_qtn_x,obj_qtn_y,obj_qtn_z,obj_qtn_w,obj_joint_0_pos,obj_joint_1_pos,obj_joint_2_pos,obj_joint_3_pos,obj_joint_4_pos,obj_joint_5_pos,obj_joint_6_pos,obj_joint_7_pos,obj_joint_8_pos,obj_joint_9_pos,obs_pos_x,obs_pos_y,obs_pos_z,obj_qtn_x,obj_qtn_y,obj_qtn_z,obj_qtn_w,start_energy,start_gravity_energy,start_elastic_energy,escape_energy_cost
2300,-0.4112678904290432,-0.8623437586743714,0.8277497322980815,0.2819551330480613,0.0846984534665098,0.10056301034894748,0.9503760076295008,-0.5000712975807248,0.5002575091152465,-0.23850293832169478,0.2635937786241001,0.5001215039640879,0.5000658367624427,0.12467902156457937,0.4335110125182648,0.5001688668144345,0.500144603855955,0,-0.12000000000000241,1.0,0.48765351233783244,0.0,0.0,0.8730372568823025,0.43817459322829505,0.43817459322829505,0,0.07663380322488939
2350,-0.39117957747229004,-0.8552772624095609,0.8599400883311282,0.258438065569969,0.09356893291744008,0.08462000735569812,0.9577547052415173,-0.5000226317167651,0.5001733257274525,-0.2413536597308459,0.2960728764770991,0.500067676346103,0.500027097592829,0.152422902016817,0.47457804078598786,0.5000776790986726,0.5000549154748937,0,-0.12000000000000241,1.0,0.4612468954994931,0.0,0.0,0.8872718306089062,0.46384151190958345,0.46384151190958345,0,0.18721426979523992
2400,-0.3874427573652787,-0.8593388402736716,0.9047700298840029,0.2314346307823325,0.09612460110986315,0.07928751428028909,0.9648375836457492,-0.5000390847316133,0.5001278439069823,-0.24511036527747926,0.29576722945104256,0.5000240813280465,0.5000417355275751,0.1479682601070912,0.4774062937335382,0.5001024019074728,0.5000584908793096,0,-0.12000000000000241,1.0,0.4344251875884364,0.0,0.0,0.9007079195770136,0.47730905490253617,0.47730905490253617,0,0.12354463843731389
2450,-0.38809694401028444,-0.8642120490018995,0.9491769452913059,0.2021099402857159,0.09848776735846808,0.07681672570414108,0.9713654937100368,-0.5000366039595933,0.5001187431057599,-0.24538229154520494,0.29578767051073734,0.5000190225802486,0.5000383362711763,0.14716809925961163,0.47674907733525335,0.5000929639540223,0.5000509162268081,0,-0.12000000000000241,1.0,0.40721252633137056,0.0,0.0,0.9133334322134622,0.49993106635848644,0.49993106635848644,0,0.2138145325968282
2500,-0.38875860505622434,-0.8660262410334756,0.9938491357845799,0.17282571475925954,0.10092129286625147,0.07410921045269714,0.9769616112674199,-0.5000350684502678,0.500103851141533,-0.24562144950040762,0.296141888719618,0.5000100045450708,0.500026006571208,0.1465761632108077,0.4762152652355367,0.5000607663051808,0.5000377825915729,0,-0.12000000000000241,1.0,0.3796334012866274,0.0,0.0,0.9251370064090759,0.522682020965555,0.522682020965555,0,0.23356388764613178
2550,-0.3899667458548672,-0.8654640684890246,1.0385127284567859,0.1432210570594627,0.10337043671097365,0.07162640304859788,0.9816679377545507,-0.500034855441153,0.5000944792136589,-0.24583066576302806,0.2966654549656329,0.5000051603677894,0.5000211978195261,0.1462848027798305,0.4759689693798419,0.5000534646884577,0.5000271907496356,0,-0.12000000000000241,1.0,0.3517126318052122,0.0,0.0,0.9361080197437961,0.5454152661546173,0.5454152661546173,0,0.22361271480292388
2600,-0.3918193552801698,-0.8609179753565596,1.0828688945559426,0.11429733821747964,0.10642473707728496,0.06859791939851631,0.9853447210335196,-0.5000348655278952,0.500092747836966,-0.2460440995058359,0.29884197737017926,0.5000039258793493,0.5000204280408683,0.14596510902934356,0.4789137812882296,0.5000523437501636,0.5000263702249071,0,-0.12000000000000241,1.0,0.3234753446950627,0.0,0.0,0.9462365990461425,0.5679887419687712,0.5679887419687712,0,0.2051051592812877
2650,-0.3952719661589509,-0.8502408874908808,1.1261100430484678,0.08742899058029231,0.11104370383911907,0.06417297911466685,0.9878802033624066,-0.5000320892331869,0.5000852212381546,-0.24624500500642918,0.3052408156994326,0.5000023638001507,0.5000184152733642,0.14565801063937092,0.4894220113001096,0.5000475189912525,0.5000237019352041,0,-0.12000000000000241,1.0,0.29494695160861845,0.0,0.0,0.9555136292784019,0.5899993594504099,0.5899993594504099,0,0.21380172035755152
2700,-0.39756391684989384,-0.8364144773531237,1.16835835750639,0.06082666574635128,0.11521421225572781,0.05894975048111613,0.9897225514995038,-0.5000075694509615,0.5000971008336963,-0.2464928058714639,0.3112605010120012,0.5000389880753916,0.5000238624301573,0.1449195232927806,0.5000209356727808,0.5000228429788175,0.500007176046963,0,-0.12000000000000241,1.0,0.2661531261740484,0.0,0.0,0.9639307617395458,0.6114963889327272,0.6114963889327272,0,0.28435367578190185
2750,-0.3957823850394279,-0.8242945385794022,1.2109508704019907,0.03148614879757362,0.11645012533644263,0.05464417304776512,0.9911922140003672,-0.5000038380597494,0.5001134015235589,-0.24660256826483096,0.3105414177418803,0.5000068601276828,0.5000570524189928,0.1446331443333599,0.5000728281867478,0.5000002271403853,0.49999724462606193,0,-0.12000000000000241,1.0,0.23711978089071878,0.0,0.0,0.9714804215784987,0.633146349675745,0.633146349675745,0,0.3946225454682981
2800,-0.3928444365845716,-0.8091972390078389,1.2527068370022791,0.0023373238913240854,0.11721355551569639,0.049797667453334096,0.991854682721518,-0.5000140796401512,0.5000940547517816,-0.24671564648725228,0.30928460094067545,0.5000117568122787,0.5000012747207838,0.144265225287119,0.5000784347506464,0.5000008761488605,0.4999178584679798,0,-0.12000000000000241,1.0,0.2078730438096926,0.0,0.0,0.9781558146109922,0.654367309020242,0.654367309020242,0,0.38835899747285585
2850,-0.38960109687484856,-0.7913113267648569,1.2933805932666314,-0.026722059089220176,0.11769322115495426,0.044767109801366,0.9916804642283903,-0.5000079523452856,0.5001096402451297,-0.24672782225360376,0.30791170897382786,0.500003775477944,0.5000178046150693,0.14390597432015467,0.5000992230058132,0.5000005284428368,0.49957075959703406,0,-0.12000000000000241,1.0,0.17843923502024717,0.0,0.0,0.9839509334338725,0.6750296991608195,0.6750296991608195,0,0.3502640229426849
