index,obj_pos_x,obj_pos_y,obj_pos_z,obj_qtn_x,obj_qtn_y,obj_qtn_z,obj_qtn_w
0,0.55,-0.4,5.4,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
1,0.55,-0.4,5.3998296875000005,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
2,0.55,-0.4,5.399489092045671,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
3,0.55,-0.4,5.398978245497458,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
4,0.55,-0.4,5.398297182028903,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
5,0.55,-0.4,5.397445938124822,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
6,0.55,-0.4,5.396424552579368,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
7,0.55,-0.4,5.3952330664939705,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
8,0.55,-0.4,5.393871523275146,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
9,0.55,-0.4,5.392339968632181,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
10,0.55,-0.4,5.390638450574701,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
11,0.55,-0.4,5.3887670194101025,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
12,0.55,-0.4,5.386725727740872,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
13,0.55,-0.4,5.384514630461776,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
14,0.55,-0.4,5.3821337847569275,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
15,0.55,-0.4,5.379583250096734,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
16,0.55,-0.4,5.376863088234717,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
17,0.55,-0.4,5.3739733632042155,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
18,0.55,-0.4,5.370914141314964,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
19,0.55,-0.4,5.367685491149551,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
20,0.55,-0.4,5.364287483559753,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
21,0.55,-0.4,5.360720191662754,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
22,0.55,-0.4,5.356983690837238,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
23,0.55,-0.4,5.35307805871937,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
24,0.55,-0.4,5.34900337519865,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
25,0.55,-0.4,5.344759722413651,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
26,0.55,-0.4,5.340347184747644,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
27,0.55,-0.4,5.335765848824093,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
28,0.55,-0.4,5.331015803502048,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
29,0.55,-0.4,5.326097139871407,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
30,0.55,-0.4,5.321009951248074,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
31,0.55,-0.4,5.315754333168994,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
32,0.55,-0.4,5.310330383387071,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
33,0.55,-0.4,5.304738201865982,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
34,0.55,-0.4,5.298977890774864,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
35,0.55,-0.4,5.293049554482899,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
36,0.55,-0.4,5.286953299553775,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
37,0.55,-0.4,5.280689234740051,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
38,0.55,-0.4,5.27425747097739,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
39,0.55,-0.4,5.267658121378699,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
40,0.55,-0.4,5.26089130122815,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
41,0.55,-0.4,5.253957127975091,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
42,0.55,-0.4,5.2468557212278535,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
43,0.55,-0.4,5.239587202747447,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
44,0.55,-0.4,5.232151696441148,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
45,0.55,-0.4,5.224549328355986,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
46,0.55,-0.4,5.21678022667211,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
47,0.55,-0.4,5.208844521696072,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
48,0.55,-0.4,5.200742345853983,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
49,0.55,-0.4,5.19247383368458,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
50,0.55,-0.4,5.184039121832186,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
51,0.55,-0.4,5.175438349039568,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
52,0.55,-0.4,5.1666716561406885,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
53,0.55,-0.4,5.157739186053366,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
54,0.55,-0.4,5.148641083771828,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
55,0.55,-0.4,5.139377496359168,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
56,0.55,-0.4,5.129948572939702,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
57,0.55,-0.4,5.120354464691231,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
58,0.55,-0.4,5.110595324837208,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
59,0.55,-0.4,5.100671308638799,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
60,0.55,-0.4,5.0905825733868655,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
61,0.55,-0.4,5.080329278393838,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
62,0.55,-0.4,5.069911584985506,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
63,0.55,-0.4,5.05932965649271,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
64,0.55,-0.4,5.048583658242949,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
65,0.55,-0.4,5.037673757551888,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
66,0.55,-0.4,5.026600123714785,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
67,0.55,-0.4,5.015362927997826,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
68,0.55,-0.4,5.003962343629367,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
69,0.55,-0.4,4.992398545791103,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
70,0.55,-0.4,4.9806717116091335,0.0007963264582434141,0.9999993658637698,0.0007963264582434141,6.341362302272584e-07
