index,obj_pos_x,obj_pos_y,obj_pos_z,obj_qtn_0,obj_qtn_1,obj_qtn_2,obj_qtn_3,obs_pos_x,obs_pos_y,obs_pos_z,obs_qtn_0,obs_qtn_1,obs_qtn_2,obs_qtn_3,obs_joint_0_pos,obs_joint_1_pos,obs_joint_2_pos,obs_joint_3_pos,obs_joint_4_pos,obs_joint_5_pos,obs_joint_6_pos,obs_joint_7_pos,obs_joint_8_pos,obs_joint_9_pos,obs_joint_10_pos,obs_joint_11_pos,start_energy,start_gravity_energy,start_elastic_energy,escape_energy_cost
368,-0.19660114280614793,-0.02541208569430615,1.9430163978234263,0.05464777636298147,0.5128091975666018,0.8525505793770151,0.0848401852520097,0,0,1,0.706825181105366,0.0,0.0,0.7073882691671998,0.24963582716907962,-0.152814575904779,0.29289226691332937,0.2984752315876448,0.1640471603293566,-0.1506265745324439,0.2975033611922622,0.29056069670412404,0.25391388889004385,-0.10521005825088321,0.2930461412052327,0.2916563333364632,1.9430163978234263,,,0.24834685806528922
376,-0.19246084172836878,-0.02328826066440796,1.942020385020971,0.04960147711965781,0.5147857342538558,0.8517119717152923,0.08439228941743267,0,0,1,0.706825181105366,0.0,0.0,0.7073882691671998,0.25314602403714376,-0.1461295999627953,0.29889927259086224,0.3051647654991379,0.16389713717577173,-0.1439656774397903,0.3041436472193279,0.2965669350123211,0.25399082469111717,-0.09154427930236267,0.29901608922316175,0.2974979121118121,1.942020385020971,,,0.4420844796250569
384,-0.18948223166663838,-0.02189487527357428,1.9420678386687127,0.04813481829750172,0.5157928182413332,0.8515341861874433,0.08081050471453731,0,0,1,0.706825181105366,0.0,0.0,0.7073882691671998,0.25398527065195636,-0.1392556774437993,0.3047990000083397,0.3120827960651461,0.16336047854338093,-0.13718587386882358,0.3110536801337479,0.30235221301129644,0.25389048363551675,-0.0776858215121286,0.3049902588437851,0.30332992438152595,1.9420678386687127,,,inf
392,-0.18675943844662277,-0.021006634976032883,1.9421190094244625,0.04708732567183347,0.5164764313202108,0.8514100750331371,0.0783311163196467,0,0,1,0.706825181105366,0.0,0.0,0.7073882691671998,0.25435092742549514,-0.13239475238010767,0.3106947006688259,0.3190317134786918,0.1630139021550302,-0.13028165978722758,0.31786286158259425,0.30813552349603646,0.2538347340373012,-0.06379307248412376,0.31094557387267335,0.3091636712383679,1.9421190094244625,,,0.308088904052068
400,-0.18430844208428745,-0.0203258131618802,1.9421761577917176,0.04654139688071928,0.5167732547471041,0.8513794078343719,0.07702211026757307,0,0,1,0.706825181105366,0.0,0.0,0.7073882691671998,0.2543968756901488,-0.12549340349429114,0.31656866643106385,0.3260249298908723,0.16295776828188366,-0.1231681686950342,0.32446448724634913,0.313985782103904,0.253815519911529,-0.04991412641316247,0.3168724284095792,0.3150000226378728,1.9421761577917176,,,0.5022350673165563
408,-0.18167293967441447,-0.020055242220169266,1.942249947945702,0.046522062456559314,0.5166782833514727,0.851468908920607,0.0766808082854782,0,0,1,0.706825181105366,0.0,0.0,0.7073882691671998,0.2544855811122345,-0.11864332342332948,0.3223903083741108,0.3328056738788197,0.16297362169715615,-0.1159355152800395,0.33078336554847104,0.31982322394602036,0.24963325361561872,-0.02385553194025709,0.32096552932843964,0.3203535720593101,1.942249947945702,,,inf
416,-0.17856880170161837,-0.02035145081408686,1.9419555719736081,0.0470840032587566,0.5162791892718277,0.8516551014325211,0.07695767385982956,0,0,1,0.706825181105366,0.0,0.0,0.7073882691671998,0.25429340030106545,-0.11200630496301818,0.3283351286309107,0.3395630731837022,0.1628540561143438,-0.10901302348030008,0.33734128898045274,0.325646432330728,0.24900531015146712,-0.0007713205278496548,0.3252048724756858,0.325982488220127,1.9419555719736081,,,0.26978822286376003
424,-0.17752417970595308,-0.02094034094373061,1.941926331388689,0.047412665983802435,0.515788103861049,0.8518422289143068,0.07797107193079882,0,0,1,0.706825181105366,0.0,0.0,0.7073882691671998,0.2544963931527247,-0.1055066590681932,0.33446604447000194,0.34632241458009005,0.16296654455014747,-0.10217231961393412,0.3440014827554078,0.33155454211659857,0.25297373292229375,0.00847928302043928,0.3314721226594158,0.33216953035420277,1.941926331388689,,,inf
432,-0.17589157799900415,-0.021526025236179823,1.9418813520262177,0.04783277745710427,0.5153231075905653,0.8520060230012861,0.07899276519703431,0,0,1,0.706825181105366,0.0,0.0,0.7073882691671998,0.2546730078275797,-0.0991090741761999,0.34067968471591004,0.35286356258418117,0.16308435096137466,-0.09489265244394983,0.35001535533090755,0.33766036468099514,0.25384006834540457,0.021140754567961852,0.3374495647640038,0.3380778623379126,1.9418813520262177,,,inf
440,-0.17335126335517578,-0.022127450374971318,1.941895552886404,0.04829320983936139,0.5150566467189991,0.8520662498517443,0.07979675693645984,0,0,1,0.706825181105366,0.0,0.0,0.7073882691671998,0.25473242287626785,-0.09258320928865751,0.3466968917667579,0.3595977125746187,0.16297626218191008,-0.08772054219173452,0.35624709635509577,0.3436541662535565,0.2539825962130446,0.034691973778190235,0.34333816958458724,0.34392148903979847,1.941895552886404,,,inf
