index,obj_pos_x,obj_pos_y,obj_pos_z,obj_qtn_0,obj_qtn_1,obj_qtn_2,obj_qtn_3,obj_joint_0_pos,obj_joint_1_pos,obj_joint_2_pos,obj_joint_3_pos,obj_joint_4_pos,obj_joint_5_pos,obj_joint_6_pos,obj_joint_7_pos,obj_joint_8_pos,obj_joint_9_pos,obj_joint_10_pos,obs_pos_x,obs_pos_y,obs_pos_z,obs_qtn_0,obs_qtn_1,obs_qtn_2,obs_qtn_3,start_energy,escape_energy_cost
525,-0.6108740420431065,-0.20906118831969855,1.044719907125789,-0.16131190993931663,0.6883392765399795,-0.4009182388880303,0.5826079932605351,0.4991155378009006,0.02118372666519111,0.3304100850663664,0.32367788544735443,0.13944212467224285,0.09784038768668143,0.1694847222432416,-0.10267598109349448,0.1683998520896636,-0.04612694701561392,-0.002018801741339257,-0.5,0.5,0,0.0,0.0,0.0,1.0,3.3717618531784326,2.096108899730735
532,-0.6138666608318126,-0.22358218429808485,1.0605228956035726,-0.17050665214722596,0.686268470295903,-0.4074946997666979,0.5778504459748344,0.4977105215194896,0.021263301307823737,0.32960321113837493,0.3221505452804743,0.13980345610987074,0.09786089768312162,0.17229674378188345,-0.10266052350591398,0.17108885943530525,-0.04381683720978225,-0.002423100091991851,-0.5,0.5,0,0.0,0.0,0.0,1.0,3.4490770462865643,1.965671932924295
539,-0.6160405309578645,-0.23809794414611876,1.0789151353952868,-0.18142807157262011,0.6834728400745465,-0.41541500573354195,0.572170520681794,0.4963644040862972,0.021327894986331135,0.32876955570290955,0.3208239701097318,0.13986416023347248,0.09774359914016553,0.1740293634122287,-0.10263919788015376,0.1727630252505812,-0.042225441097550914,-0.0026971540583686487,-0.5,0.5,0,0.0,0.0,0.0,1.0,3.5337952369674004,2.014599294851966
546,-0.6172137008779116,-0.25185710164882275,1.102269131825103,-0.19567058354646957,0.6789221249599345,-0.4256681872492272,0.5653179329708441,0.4949326602822297,0.02153025154828381,0.3284122917052392,0.3188434702821698,0.14233037886758984,0.09807294931847295,0.18483748809035408,-0.10262717513462578,0.1831187823037809,-0.03281613130568081,-0.0035539210390593537,-0.5,0.5,0,0.0,0.0,0.0,1.0,3.6210665569344354,1.629278712125986
553,-0.6163178639723967,-0.2672126489536968,1.12213231209759,-0.21004376245993128,0.67513061296782,-0.43338483883216244,0.5588003711127906,0.49434221401135403,0.02161344936461684,0.32831092291220365,0.3179822918448184,0.14352195168862267,0.09855262573463743,0.1893257665326947,-0.1026473475831801,0.18738622236922894,-0.029587485407581233,-0.004113576897280583,-0.5,0.5,0,0.0,0.0,0.0,1.0,3.700131227103088,1.89950273286824
560,-0.6153189631906665,-0.27990303926021987,1.1438974548000636,-0.22480012436489114,0.6705680207412325,-0.44200499274127836,0.5517563049358819,0.4931171809531562,0.021831803651391563,0.3281527094487109,0.3160965525488086,0.1461906987073437,0.09906982133031912,0.20025871847038443,-0.10263189790234124,0.19789844056180533,-0.020229008916584797,-0.004761499313453796,-0.5,0.5,0,0.0,0.0,0.0,1.0,3.7858827763528113,1.6855819211819982
567,-0.6146642988310713,-0.2930811005147261,1.163523684811699,-0.23817648835924893,0.6655287415077233,-0.4500592560759101,0.545701494079319,0.49190757971807847,0.02195814575752775,0.32767377036590645,0.31464056562763604,0.14735627439205562,0.09932212894893272,0.2055887944409556,-0.10261912153889279,0.20303831590172672,-0.015644030386675632,-0.005146042843438109,-0.5,0.5,0,0.0,0.0,0.0,1.0,3.8552540905515946,2.3332878220685154
574,-0.6128034812612732,-0.30560591697782385,1.1842246446460443,-0.2537109708980391,0.6602608248011834,-0.45839845850521804,0.5381052310829876,0.4912655693431584,0.022076303486545677,0.3277704191400265,0.31332798891304675,0.14940992665501185,0.099956135010641,0.21307221566299386,-0.10270705453211566,0.2102625679862946,-0.009011814170172818,-0.005994413476358465,-0.5,0.5,0,0.0,0.0,0.0,1.0,3.934206776638717,4.10679451401599
581,-0.6122495499566399,-0.31797244292004984,1.2049494221819759,-0.2688752514700479,0.654690924390304,-0.4665356219040487,0.5305001471842306,0.4900138277715432,0.02228431138976063,0.3273529312857562,0.31189546816998126,0.15066797963219902,0.1002951624373393,0.22180532282119,-0.10275672752166676,0.21876757628877513,-0.0007835333446984086,-0.006713806588848781,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.016537308453526,1.3528659142193344
588,-0.6213774394570926,-0.3288310213780454,1.2279597012090522,-0.2787176018429933,0.6497205417707709,-0.47424681577655453,0.524661484911734,0.48708392205057377,0.022518728652401048,0.3255540632364493,0.3092708202295373,0.14697560095659412,0.09899916165272041,0.23012385436128335,-0.10296642339703588,0.22713539640062239,0.009224401156436747,-0.007320758487414305,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.126373669293823,1.1463398897918635
595,-0.6305556825997615,-0.33969290065271274,1.249156773594971,-0.2884139367355539,0.6453620859209298,-0.48106551485926174,0.5185567949276914,0.48531241431818045,0.022582907582095822,0.3243773417136236,0.30760021506295226,0.14423495276390452,0.098234378598322,0.23251246188482505,-0.10310733572770416,0.22962273504909572,0.012676591579864498,-0.007695003967092694,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.230334812440984,4.3030244014732455
602,-0.6390823074892064,-0.3514252696933372,1.2714069881594439,-0.2987848014633148,0.6407113998862615,-0.488062617115074,0.5118705170695997,0.48364994785472326,0.022710689694081146,0.323295375613882,0.30598185989080406,0.14127274479452548,0.09763986903625169,0.23683819093553116,-0.10327356194174579,0.23399658195512968,0.017718633495231135,-0.008189785809143847,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.339898481460222,1.287899008995475
609,-0.6467685228284524,-0.36420516634442773,1.292922720420535,-0.3083220820815801,0.6361628775095876,-0.49426747918394803,0.5058991460763167,0.4817947018088677,0.02285066495798466,0.32204954337512387,0.30420897543937075,0.13768898107206548,0.0946236108546673,0.2412952722955302,-0.10341938185878513,0.2385159411578097,0.02488256558355001,-0.00860473372496155,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.44687454805811,0.9668212535349934
616,-0.6533581862491549,-0.37929331945360534,1.3147417940495105,-0.3165084950762072,0.6322281370469942,-0.49898506550580335,0.5011225994433406,0.47996266802641874,0.022870986805610827,0.32078574234378776,0.3026759453725928,0.13510183610050847,0.08861574588812977,0.2418494314391396,-0.1035165634416444,0.239125976482431,0.03005019882391174,-0.008696621621408702,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.5598035825417265,0.8171613235351929
623,-0.659048271668155,-0.3942589561958733,1.334603567690013,-0.3246179584588849,0.6281597978001102,-0.503614999833895,0.4963974027087737,0.4791242955681475,0.02282610485279181,0.3201165728024314,0.3017720407545445,0.13327837649451776,0.08496702800479973,0.24033264695775816,-0.10357070370133493,0.23756679757579882,0.030826292736603252,-0.008808385941285949,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.656373259697845,3.002318744263561
630,-0.6643128456212241,-0.4116233316165109,1.3530836985029946,-0.3310582792289889,0.6246668332461417,-0.5068886536230555,0.4932095457555378,0.47827860111172676,0.022599904211603,0.3192670828387412,0.30002336805393137,0.13099804857660724,0.08081108788581276,0.23391574812435878,-0.10378959466699562,0.232334338522621,0.031269991764471206,-0.008699739012849837,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.748592402662206,0.4548942352032812
637,-0.6686099013854336,-0.4309457486572702,1.3701327254634872,-0.3363893331699533,0.6219363309622322,-0.5088831821111145,0.4909942196433448,0.4774802892962588,0.022285657507252195,0.3184213774520559,0.2979127142399023,0.12922894403101226,0.07798285665121478,0.22460748530661112,-0.10391555999744301,0.22429480247279898,0.028519469903052055,-0.008261933726986638,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.8378666313246725,2.2965497230378045
644,-0.6715666921283623,-0.45006361313796456,1.385887073309715,-0.34161115006880094,0.6189129942347963,-0.5106159129511654,0.4894077207779195,0.47660522681302253,0.022040257524986874,0.31760748545272643,0.2959457380220407,0.12776670821932634,0.07541010296385801,0.217354925996617,-0.10398232102330877,0.21834957312875336,0.02791085984311603,-0.008023823341291819,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.915894216112785,0.8229208355729787
651,-0.6725737911320702,-0.46957087656607716,1.3990549399347454,-0.34651759682959626,0.616485661986838,-0.5112235543033646,0.4883865898829803,0.4759044890184153,0.021729399687413248,0.3168332435729803,0.29388969764932604,0.12620839701298806,0.07239829583158681,0.2077836394893074,-0.10399587414338436,0.20985465837467915,0.025108357446693156,-0.007602477649675882,-0.5,0.5,0,0.0,0.0,0.0,1.0,4.98407545115192,1.1504686625732
658,-0.6714746378382287,-0.4883301609230339,1.4108823641564425,-0.35140708886397054,0.6135992204524213,-0.5112916754532243,0.4884566277250878,0.4749462207631059,0.021508850829305308,0.31599888293683587,0.2918541912606328,0.12487063605164091,0.06972697907588386,0.2010142020125871,-0.10396908818026822,0.20434639055365766,0.025154975251449357,-0.007320961174832204,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.039106280189429,3.250930503464682
665,-0.6690232814277891,-0.50749528191932,1.4202728378639662,-0.35567795917751527,0.6111356287053904,-0.5104829878280489,0.48929904130330476,0.4741425156562747,0.02120091055771051,0.3151712734807241,0.2895868279801312,0.12342562974711031,0.0662895588850573,0.19104789656367704,-0.10394019018969985,0.19536697994104632,0.022278314940096473,-0.006879168022890433,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.0832579525896,0.5531649306971449
672,-0.6637510733323323,-0.5161056071252912,1.4369602513648023,-0.36557558769583043,0.6052700863612637,-0.5141256464987144,0.4854662005220915,0.47183074369159295,0.023875530500930612,0.31970411806120436,0.2948595007704375,0.12416749714652929,0.06488179901479826,0.184782583274922,-0.10391970970205866,0.19079166862202332,0.023295921827072,-0.0067208395448062645,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.139943269759076,1.193859596739891
679,-0.6595743070294295,-0.520862854808249,1.4552113376747893,-0.3751862987385806,0.599359598365676,-0.5184611690923446,0.480833993420993,0.4701503369034748,0.02597068369206249,0.3232265348727592,0.2992897255918497,0.1250571202646809,0.0644621503071168,0.18163776416057162,-0.10391763223476644,0.1885900162949959,0.023809232565628773,-0.006696720739341307,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.210032558041961,0.14155725016308285
686,-0.6559000698965101,-0.5258015083960712,1.4710099145436064,-0.3836443952994343,0.5939828672513204,-0.5219614657539023,0.4770299357852391,0.4693735431073051,0.027407214372517755,0.3258276637362552,0.3025262789682821,0.12570269392250547,0.06408885881702142,0.17967312430856716,-0.10381543847474772,0.18774881140407093,0.025787710917110837,-0.006614069906834079,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.270679943834686,1.615936709098155
693,-0.6518332759693783,-0.5284750890053697,1.4851048870855301,-0.39205290269175574,0.5884625950217962,-0.5253783427106273,0.47326936596595487,0.46795472177662956,0.029517492370791522,0.3295010678103343,0.3069943524315648,0.12662576426819475,0.06341894244347032,0.17591467099065347,-0.10379582796469905,0.18492972838786823,0.025773288446499426,-0.006547947595021719,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.320809866110193,0.2734867842755726
700,-0.6488146957893752,-0.5311981079130761,1.4980991615490824,-0.39952078145133707,0.5834209747034563,-0.5285916330896013,0.4696743519634112,0.4663991292488851,0.031451688202241465,0.33269418058277767,0.3110195472099893,0.12747889972729803,0.06294440608156224,0.1732370049658404,-0.10373081675833791,0.1833053539432622,0.026889902360809587,-0.006579996527884429,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.36996395947846,0.12481624860475904
707,-0.6463228756534091,-0.5330376404600495,1.5102566994885915,-0.40679656106474354,0.5783703585837011,-0.532054494490599,0.4657491826187274,0.4646409129068534,0.03373176831296947,0.33649603770148084,0.31578332801870723,0.12850619158496734,0.06242758734801978,0.17013121517496493,-0.1036570057378199,0.18132554731754955,0.02784317024571102,-0.006596782822611423,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.41470387308,2.365234882604338
714,-0.6438667928203379,-0.5355551704979232,1.5197276723931583,-0.4127493484891008,0.5741364042767014,-0.5343419601208302,0.46312421040178,0.4636399005437913,0.03527182056872864,0.3391338149562465,0.31905850990301793,0.12921585007544026,0.06179482862978233,0.16749266992194448,-0.10352089856961846,0.17977955275660962,0.02918804513716498,-0.006539371925309406,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.449027499291912,0.396814221985208
721,-0.6422835511437595,-0.5371598424731147,1.5287651969428895,-0.4184025995090974,0.570031297611322,-0.5371903025489573,0.45981535785023747,0.46203023118521763,0.037343958519288255,0.3424863404552158,0.32331372017137416,0.130175835055979,0.06131363591241246,0.16476017091350392,-0.10341708590755498,0.17810737875127972,0.03025098578516989,-0.00657568439308499,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.48208098671246,0.4642309468457393
728,-0.6413463971608027,-0.5380535092260682,1.537053456572802,-0.42372201381530994,0.5660877485806186,-0.5403256174397298,0.4561277705354052,0.4605090793441725,0.039554174684148326,0.34624170107290264,0.32804859576989465,0.13125473387707934,0.0608218354070927,0.1618133720870656,-0.10330637778593453,0.17629939854899196,0.03135664624631776,-0.006611743177521877,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.511355678519012,3.3458452771516782
735,-0.6410166103775419,-0.5383129089699872,1.5451422316989922,-0.4277762320211661,0.5630558751530934,-0.5429448446214413,0.4529751344967585,0.4605423492407115,0.04026468534333525,0.34779959742430305,0.3311756133678035,0.13268441026788552,0.06322515385949583,0.1593093651083928,-0.10226400157006281,0.1718683974510896,0.02867060994005345,-0.006226839359024217,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.5443717296029,0.0
742,-0.6413766895494153,-0.5381700445083774,1.5504153698182441,-0.42995350382508774,0.5611718419839434,-0.5446824423469715,0.4511620388638837,0.46122192665391254,0.04022576371795342,0.348147466545527,0.3325581900802079,0.13362823018564723,0.0652113094265337,0.15818702084207598,-0.10152000532583692,0.16906025726707863,0.02646632577456431,-0.006004938328262166,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.5655063992158125,0.10730786487576793
749,-0.6410570551916583,-0.5371997497224227,1.5516700546615725,-0.4312320791287927,0.5602740880271189,-0.5454586926913856,0.45011848971470136,0.4617865179778114,0.04019548140467664,0.3484692762831529,0.3337810132167557,0.13467021173697605,0.0669854062973736,0.15768390064364232,-0.10101538185888641,0.16715687918970726,0.024808579779858463,-0.006001472710650652,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.567847024079525,2.780519194766546
756,-0.6407109133582417,-0.535679170898746,1.5512547006408797,-0.4321763392040878,0.5595883700589046,-0.546070209931929,0.4493237070886319,0.4624525910386918,0.04013009875552745,0.3489220031982497,0.335043111868315,0.13586582638713385,0.06877981847941574,0.15748808573825251,-0.10072426137244003,0.16567091908768392,0.023189083997197744,-0.006045972378255358,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.560551815322528,1.7765961327341122
763,-0.6403710561577242,-0.5340785190497154,1.5502636110592376,-0.43300770510181824,0.5589664712914395,-0.546560815709091,0.4487004413034004,0.46314504951906516,0.04006119845570599,0.3493852876079888,0.33633134328564906,0.13702733313874801,0.07062057113489652,0.1570923582689995,-0.10047047913642874,0.16396639888865608,0.021283385834074863,-0.006013646881386284,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.5499122206858855,1.9477159694369828
770,-0.6401819726020523,-0.5330193099405863,1.5499367150418133,-0.43373746548449127,0.5584067576294969,-0.5470473335187576,0.4480992289201348,0.4639407244654628,0.03998043207537546,0.34995628837627,0.3372607664076782,0.13787778614476034,0.07141066586038976,0.15679186185195015,-0.1003723765108564,0.16374330302131326,0.021006173934164464,-0.006056440280676135,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.543452718520693,0.13131956442064752
777,-0.6400795392656304,-0.5325778761432559,1.5503513984802288,-0.4342525788353431,0.5580173043463632,-0.5474401400671669,0.4476054946804308,0.4644606669439972,0.0399513259081984,0.3503050419566944,0.3378347263003201,0.13835593347367528,0.07148020573290584,0.15664485950928486,-0.10046707584926083,0.164136873678298,0.021263828639818298,-0.006126637948225082,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.543021377302856,4.101394694440757
784,-0.6399688439601589,-0.5321419071957789,1.5506049312251202,-0.43468639813752924,0.5576918409835784,-0.5477700754121849,0.4471861919351913,0.4648704097764062,0.039941659997357805,0.350558064468498,0.3384101345526759,0.13896629480997535,0.0715358373441609,0.1563537303375161,-0.10066103132403414,0.16451045612846354,0.021345025573619655,-0.006308067459592713,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.5421283829142585,0.0
791,-0.6398585701028651,-0.5317159284894005,1.5507530985268443,-0.43511283403709033,0.5573698093647808,-0.5480972547205348,0.4467718843354992,0.4654050428289774,0.03986052990980844,0.35102203131931664,0.3387274819553816,0.13968252405432902,0.07155193041955704,0.15600503676114166,-0.10091686385712231,0.16488468669599218,0.021352904473791904,-0.006598422389113621,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.540360549195471,3.830699415916376
798,-0.6397542203948235,-0.5313136360043323,1.5508984802594197,-0.4355105935489724,0.5570721513888527,-0.5484020383961642,0.44638138999800286,0.46593070107830614,0.039787544181483565,0.3514610368184091,0.3390335608243587,0.1402403315741389,0.07156298748856911,0.155668103167257,-0.10103282505176268,0.16510828187374169,0.021375035494889873,-0.006746436133382703,-0.5,0.5,0,0.0,0.0,0.0,1.0,5.538727279597752,4.451671536585283
